"the_geom","t_addl","street_nam","f_addl","x","t_zip","fullname","i_strno","z","speed","y","str_nam","id","mounttype","poletype"
"POINT (-122.27239602023643 37.86699124920519)","2,299","MARTIN LUTHER KING J","2,201","563,997.320721","94703","MARTIN LUTHER KING J","2,239","9.374","35","4,191,307.02988","M L KING JR WAY","453","Single Pole","SINGLE POLE"
"POINT (-122.25931511840054 37.86874963156725)","2,499","BANCROFT","2,401","565,146.335261","94720","BANCROFT","2,301","51.017","35","4,191,511.17531","BANCROFT WAY","454","Single Pole","SINGLE POLE"
"POINT (-122.26003205471638 37.86867093880439)","2,499","BANCROFT","2,401","565,083.345735","94720","BANCROFT","2,301","47.723","35","4,191,501.94432","BANCROFT WAY","455","Pole Mast","MASTARM POLE"
"POINT (-122.25996969534162 37.86852390493109)","2,499","BANCROFT","2,401","565,088.959986","94704","BANCROFT","2,462","54.387","35","4,191,485.67455","BANCROFT WAY","456","Pole Mast","MASTARM POLE"
"POINT (-122.259258093963 37.868609505036964)","2,499","BANCROFT","2,401","565,151.473865","94704","BANCROFT","2,300","54.195","35","4,191,495.66854","TELEGRAPH AVE","457","Single Pole","SINGLE POLE"
"POINT (-122.2589446491764 37.8679270728067)","2,349","TELEGRAPH","2,301","565,179.64473","94704","TELEGRAPH","2,347","53.43","35","4,191,420.16938","TELEGRAPH AVE","458","Single Pole","SINGLE POLE"
"POINT (-122.25433489727793 37.86828747155055)","2,799","DURANT","2,701","565,584.782262","94704","DURANT","2,333","60.918","25","4,191,463.38571","COLLEGE AVE","459","Single Pole","SINGLE POLE"
"POINT (-122.27255913897156 37.86873753112274)","1,999","ALLSTON","1,901","563,981.463011","94704","ALLSTON","2,223","12.575","25","4,191,500.67096","M L KING JR WAY","460","Single Pole","SINGLE POLE"
"POINT (-122.27053454089753 37.868998322170114)","1,999","ALLSTON","1,901","564,159.311281","94704","ALLSTON","2,223","15.295","25","4,191,530.99595","M L KING JR WAY","461","Single Pole","SINGLE POLE"
"POINT (-122.27059136752342 37.869129575182505)","1,999","ALLSTON","1,901","564,154.198978","94704","ALLSTON","0","21.416","25","4,191,545.52042","CENTER ST","462","Single Pole","SINGLE POLE"
"POINT (-122.27035899118688 37.86899426911114)","2,219","MILVIA","2,201","564,174.755304","94704","MILVIA","0","14.314","25","4,191,530.66729","MILVIA ST","463","Single Pole","SINGLE POLE"
"POINT (-122.2568207177041 37.868200479661056)","2,319","BOWDITCH","2,301","565,366.216398","94704","BOWDITCH","2,316","50.542","25","4,191,451.99012","BOWDITCH ST","464","Single Pole","SINGLE POLE"
"POINT (-122.25668482762772 37.86822430997853)","2,319","BOWDITCH","2,301","565,378.147692","94704","BOWDITCH","2,601","50.345","25","4,191,454.72929","DURANT AVE","465","Single Pole","SINGLE POLE"
"POINT (-122.2703453551709 37.869030188512426)","2,059","ALLSTON","2,001","564,175.922974","94704","ALLSTON","0","14.732","25","4,191,534.66205","MILVIA ST","466","Single Pole","SINGLE POLE"
"POINT (-122.25453882596355 37.86849640421439)","2,319","COLLEGE","2,301","565,566.660249","94704","COLLEGE","2,647","63.759","35","4,191,486.42362","DURANT AVE","467","Single Pole","SINGLE POLE"
"POINT (-122.25439675639194 37.86845559992002)","2,319","COLLEGE","2,301","565,579.192283","94704","COLLEGE","2,701","63.881","35","4,191,481.9966","DURANT AVE","468","Single Pole","SINGLE POLE"
"POINT (-122.26807356805195 37.86926003185338)","2,099","ALLSTON","2,061","564,375.538331","94704","ALLSTON","2,060","20.545","25","4,191,561.72778","ALLSTON WAY","469","Single Pole","SINGLE POLE"
"POINT (-122.2682317194244 37.86928409701864)","2,099","ALLSTON","2,061","564,361.607347","94704","ALLSTON","2,060","29.179","25","4,191,564.28932","ALLSTON WAY","470","Single Pole","SINGLE POLE"
"POINT (-122.26828021818167 37.86939515459065)","2,099","ALLSTON","2,061","564,357.244936","94704","ALLSTON","2,190","25.75","25","4,191,576.57819","SHATTUCK AVE","471","Single Pole","SINGLE POLE"
"POINT (-122.27289365710664 37.869627350337765)","2,199","MARTIN LUTHER KING J","2,151","563,951.271046","94703","MARTIN LUTHER KING J","2,100","22.613","35","4,191,599.16885","M L KING JR WAY","472","Single Pole","SINGLE POLE"
"POINT (-122.27259703633648 37.86888199814032)","2,199","MARTIN LUTHER KING J","2,151","563,978.005456","94704","MARTIN LUTHER KING J","0","12.795","35","4,191,516.6742","CENTER ST","473","Pole Mast","MASTARM POLE"
"POINT (-122.26796905097356 37.86947741444142)","2,199","SHATTUCK","2,155","564,384.54219","94704","SHATTUCK","2,187","22.599","35","4,191,585.9186","SHATTUCK AVE","474","Single Pole","SINGLE POLE"
"POINT (-122.27067931990231 37.870054074895414)","1,999","CENTER","1,901","564,145.661787","94704","CENTER","2,118","20.86","25","4,191,648.03496","MILVIA ST","475","Single Pole","SINGLE POLE"
"POINT (-122.27070112200578 37.86988570353225)","1,999","CENTER","1,901","564,143.89038","94704","CENTER","0","21.174","25","4,191,629.3379","CENTER ST","476","Single Pole","SINGLE POLE"
"POINT (-122.27266718087314 37.86962198124955)","1,999","CENTER","1,901","563,971.195578","94704","CENTER","0","20.158","25","4,191,598.72825","CENTER ST","477","Single Pole","SINGLE POLE"
"POINT (-122.27046426042708 37.86986520618639)","2,199","MILVIA","2,151","564,164.740935","94704","MILVIA","2,175","18.154","25","4,191,627.22731","MILVIA ST","478","Single Pole","SINGLE POLE"
"POINT (-122.27040069525512 37.869160082266816)","2,199","MILVIA","2,151","564,170.943765","94704","MILVIA","2,001","16.192","25","4,191,549.03554","ALLSTON WAY","479","Single Pole","SINGLE POLE"
"POINT (-122.28415274976895 37.87003880310674)","2,099","ACTON","2,001","562,960.635883","94702","ACTON","1,417","-2.344","25","4,191,637.16474","ADDISON ST","480","Single Pole","SINGLE POLE"
"POINT (-122.28210350296783 37.870245558468994)","1,499","UNIVERSITY","1,401","563,140.69866","94702","UNIVERSITY","1,498","-1.398","35","4,191,661.48956","UNIVERSITY AVE","481","Pole Mast","MASTARM POLE"
"POINT (-122.28216245310739 37.870264574661746)","1,499","UNIVERSITY","1,401","563,135.49669","94702","UNIVERSITY","1,498","-1.31","35","4,191,663.55998","UNIVERSITY AVE","482","Single Pole","SINGLE POLE"
"POINT (-122.2841715424377 37.87012660050662)","1,499","UNIVERSITY","1,401","562,958.908515","94702","UNIVERSITY","1,401","-1.097","35","4,191,646.89363","UNIVERSITY AVE","483","Single Pole","SINGLE POLE"
"POINT (-122.28215410599941 37.87050732110148)","1,499","UNIVERSITY","1,401","563,136.023949","94702","UNIVERSITY","1,499","8.438","35","4,191,690.49806","UNIVERSITY AVE","484","Pole Mast","MASTARM POLE"
"POINT (-122.2821331933494 37.87052810176926)","1,499","UNIVERSITY","1,401","563,137.846197","94702","UNIVERSITY","1,499","3.574","35","4,191,692.81779","UNIVERSITY AVE","485","Single Pole","SINGLE POLE"
"POINT (-122.28179810578078 37.87030067196818)","2,099","SACRAMENTO","2,001","563,167.512611","94703","SACRAMENTO","1,500","0.088","35","4,191,667.81077","UNIVERSITY AVE","486","Single Pole","SINGLE POLE"
"POINT (-122.26787472741475 37.870412179416064)","2,109","CENTER","2,101","564,392.024473","94704","CENTER","150","25.275","25","4,191,689.69815","BERKELEY SQ","487","Single Pole","SINGLE POLE"
"POINT (-122.26789552096686 37.87027974494622)","2,109","CENTER","2,101","564,390.31119","94704","CENTER","150","28.81","25","4,191,674.98934","BERKELEY SQ","488","Single Pole","SINGLE POLE"
"POINT (-122.26352838305858 37.867332188493954)","2,329","ELLSWORTH","2,301","564,776.997268","94704","ELLSWORTH","2,314","38.32","25","4,191,350.97516","BANCROFT WAY","489","Single Pole","SINGLE POLE"
"POINT (-122.2608028917173 37.86490625157443)","2,499","DANA","2,421","565,018.855053","94704","DANA","2,446","39.84","25","4,191,083.70772","DANA ST","490","Single Pole","SINGLE POLE"
"POINT (-122.26094227539782 37.86563420787411)","2,499","DANA","2,421","565,005.954794","94704","DANA","2,430","43.905","25","4,191,164.37912","DANA ST","491","Single Pole","SINGLE POLE"
"POINT (-122.26066576110325 37.86492139028703)","2,499","DANA","2,421","565,030.903698","94704","DANA","2,401","37.946","25","4,191,085.48306","DWIGHT WAY","492","Single Pole","SINGLE POLE"
"POINT (-122.25383512471373 37.865671876021715)","2,599","COLLEGE","2,501","565,631.060912","94704","COLLEGE","2,700","58.659","35","4,191,173.53233","DWIGHT WAY","493","Single Pole","SINGLE POLE"
"POINT (-122.25396314980578 37.86559759800357)","2,599","COLLEGE","2,501","565,619.865382","94704","COLLEGE","2,504","60.398","35","4,191,165.20081","COLLEGE AVE","494","Single Pole","SINGLE POLE"
"POINT (-122.25859389086587 37.86611531515565)","2,449","TELEGRAPH","2,401","565,212.093072","94704","TELEGRAPH","2,503","43.732","35","4,191,219.39733","HASTE ST","495","Single Pole","SINGLE POLE"
"POINT (-122.25886122701736 37.86681644755703)","2,449","TELEGRAPH","2,401","565,187.960536","94704","TELEGRAPH","2,400","47.063","35","4,191,297.00226","TELEGRAPH AVE","496","Single Pole","SINGLE POLE"
"POINT (-122.28148115819113 37.867396221992934)","1,549","ALLSTON","1,501","563,197.869443","94703","ALLSTON","2,201","-0.982","25","4,191,345.77147","SACRAMENTO ST","497","Single Pole","SINGLE POLE"
"POINT (-122.26802374578847 37.869231652278565)","2,247","SHATTUCK","2,201","564,379.944932","94704","SHATTUCK","2,060","16.971","35","4,191,558.61333","ALLSTON WAY","498","Single Pole","SINGLE POLE"
"POINT (-122.26796341295366 37.86930986259576)","2,247","SHATTUCK","2,201","564,385.184062","94704","SHATTUCK","2,060","22.666","35","4,191,567.3325","ALLSTON WAY","499","Single Pole","SINGLE POLE"
"POINT (-122.267885139229 37.86858753847713)","2,247","SHATTUCK","2,201","564,392.696931","94704","SHATTUCK","2,060","23.28","35","4,191,487.24376","ALLSTON WAY","500","Single Pole","SINGLE POLE"
"POINT (-122.29430527590777 37.87524102074076)","1,099","CEDAR","1,027","562,063.318441","94702","CEDAR","1,580","-23.19","35","4,192,207.5598","SAN PABLO AVE","501","Single Pole","SINGLE POLE"
"POINT (-122.2942826716354 37.875268777531716)","1,099","CEDAR","1,027","562,065.283642","94702","CEDAR","1,580","-23.058","35","4,192,210.65486","SAN PABLO AVE","502","Single Pole","SINGLE POLE"
"POINT (-122.29420968878584 37.875112020804835)","1,099","CEDAR","1,027","562,071.833594","94702","CEDAR","1,620","-19.876","35","4,192,193.3106","SAN PABLO AVE","503","Pole Mast","MASTARM POLE"
"POINT (-122.29426323810593 37.87512568094784)","1,099","CEDAR","1,027","562,067.112535","94702","CEDAR","1,620","-23.239","35","4,192,194.79058","SAN PABLO AVE","504","Single Pole","SINGLE POLE"
"POINT (-122.27081081316383 37.87356169037038)","2,025","HEARST","2,001","564,131.055979","94704","HEARST","2,000","30.502","25","4,192,037.12055","HEARST AVE","505","Single Pole","SINGLE POLE"
"POINT (-122.26004731136061 37.875171519273124)","2,599","HEARST","2,501","565,076.285819","94709","HEARST","1,865","66.024","25","4,192,223.18577","EUCLID AVE","506","Pole Mast","MASTARM POLE"
"POINT (-122.26867910165096 37.87374667975561)","1,949","SHATTUCK","1,901","564,318.378245","94704","SHATTUCK","1,900","37.659","35","4,192,059.11262","SHATTUCK AVE","507","Pole Mast","MASTARM POLE"
"POINT (-122.29959673022732 37.874100307120244)","899","CEDAR","841","561,598.898518","94710","CEDAR","1,529","-23.566","35","4,192,077.49001","SIXTH ST","508","Pole Mast","MASTARM POLE"
"POINT (-122.29950104572532 37.87410119792586)","899","CEDAR","841","561,607.313602","94710","CEDAR","850","-25.361","35","4,192,077.65192","CEDAR ST","509","Single Pole","SINGLE POLE"
"POINT (-122.299603923867 37.874205658745275)","1,599","6TH","1,501","561,598.17756","94710","6TH","1,529","-27.579","35","4,192,089.17402","SIXTH ST","510","Pole Mast","MASTARM POLE"
"POINT (-122.29395074879707 37.87513831087976)","1,699","SAN PABLO","1,601","562,094.584695","94702","SAN PABLO","1,601","-16.221","35","4,192,196.39979","SAN PABLO AVE","511","Single Pole","SINGLE POLE"
"POINT (-122.28208598992876 37.87303096888196)","1,599","DELAWARE","1,501","563,139.861393","94703","DELAWARE","1,502","3.585","25","4,191,970.54771","DELAWARE ST","512","Pole Mast","MASTARM POLE"
"POINT (-122.27072646971072 37.87196124413528)","0","UNIVERSITY","0","564,139.861279","94704","UNIVERSITY","1,995","27.344","35","4,191,859.60553","UNIVERSITY AVE","513","Single Pole","SINGLE POLE"
"POINT (-122.26860029723613 37.87222970188763)","2,099","UNIVERSITY","2,001","564,326.627759","94704","UNIVERSITY","1,998","26.202","35","4,191,890.85508","SHATTUCK AVE","514","Single Pole","SINGLE POLE"
"POINT (-122.27047182312056 37.87178697813039)","2,099","UNIVERSITY","2,001","564,162.408394","94704","UNIVERSITY","2,000","30.486","35","4,191,840.44609","UNIVERSITY AVE","515","Single Pole","SINGLE POLE"
"POINT (-122.26856037063985 37.872003379317576)","2,099","UNIVERSITY","2,001","564,330.336456","94704","UNIVERSITY","2,000","28.355","35","4,191,865.77197","SHATTUCK AVE","516","Single Pole","SINGLE POLE"
"POINT (-122.27049584243011 37.87190811543583)","2,099","UNIVERSITY","2,001","564,160.19161","94704","UNIVERSITY","1,949","27.084","35","4,191,853.8703","MILVIA ST","517","Single Pole","SINGLE POLE"
"POINT (-122.2680056609525 37.87230621846514)","2,109","UNIVERSITY","2,101","564,378.860483","94704","UNIVERSITY","1,987","26.557","25","4,191,899.75516","SHATTUCK AVE","518","Single Pole","SINGLE POLE"
"POINT (-122.2679785941559 37.872118066939265)","2,109","UNIVERSITY","2,101","564,381.404184","94704","UNIVERSITY","48","25.923","25","4,191,878.89822","SHATTUCK SQ","519","Single Pole","SINGLE POLE"
"POINT (-122.2678620938397 37.87232010872918)","2,109","UNIVERSITY","2,101","564,391.474657","94704","UNIVERSITY","2,111","26.652","25","4,191,901.39533","UNIVERSITY AVE","520","Single Pole","SINGLE POLE"
"POINT (-122.26640665629861 37.874197568209894)","2,199","HEARST","2,151","564,517.845653","94709","HEARST","0","35.813","25","4,192,110.70839","OXFORD ST","521","Single Pole","SINGLE POLE"
"POINT (-122.26629048778426 37.8740449785604)","1,949","OXFORD","1,901","564,528.194904","94704","OXFORD","1,900","35.052","25","4,192,093.85855","OXFORD ST","522","Single Pole","SINGLE POLE"
"POINT (-122.26640009551355 37.87398868559206)","1,949","OXFORD","1,901","564,518.603902","94704","OXFORD","1,900","37.636","25","4,192,087.53727","OXFORD ST","523","Single Pole","SINGLE POLE"
"POINT (-122.2663086596587 37.87395074557047)","1,949","OXFORD","1,901","564,526.679067","94704","OXFORD","1,900","36.847","25","4,192,083.39098","OXFORD ST","524","Single Pole","SINGLE POLE"
"POINT (-122.25691494924872 37.875581223163096)","2,699","HEARST","2,601","565,351.407937","94709","HEARST","2,607","80.46","25","4,192,270.83184","HEARST AVE","525","Single Pole","SINGLE POLE"
"POINT (-122.25684940249381 37.87545147787126)","2,699","HEARST","2,601","565,357.287518","94720","HEARST","2,301","79.81","25","4,192,256.48283","BANCROFT WAY","526","Single Pole","SINGLE POLE"
"POINT (-122.29282886186547 37.871776351519465)","1,199","DELAWARE","1,101","562,196.078866","94702","DELAWARE","1,775","-11.25","25","4,191,824.13142","SAN PABLO AVE","527","Single Pole","SINGLE POLE"
"POINT (-122.29275741687606 37.8716526660827)","1,199","DELAWARE","1,101","562,202.466122","94702","DELAWARE","1,801","-14.206","25","4,191,810.45652","SAN PABLO AVE","528","Pole Mast","MASTARM POLE"
"POINT (-122.28212830177647 37.8731872297013)","1,799","SACRAMENTO","1,725","563,136.006856","94702","SACRAMENTO","1,739","3.907","35","4,191,987.85642","SACRAMENTO ST","529","Pole Mast","MASTARM POLE"
"POINT (-122.282245304704 37.873219562199765)","1,799","SACRAMENTO","1,725","563,125.688236","94702","SACRAMENTO","1,739","5.464","35","4,191,991.36434","SACRAMENTO ST","530","Single Pole","SINGLE POLE"
"POINT (-122.26876875244453 37.87374065809539)","2,099","HEARST","2,027","564,310.498814","94704","HEARST","1,900","34.098","25","4,192,058.3829","SHATTUCK AVE","531","Single Pole","SINGLE POLE"
"POINT (-122.26871940928481 37.87394861295023)","2,099","HEARST","2,027","564,314.65744","94709","HEARST","1,848","34.035","25","4,192,081.48936","SHATTUCK AVE","532","Single Pole","SINGLE POLE"
"POINT (-122.26874480820187 37.87391340044508)","2,099","HEARST","2,027","564,312.454143","94709","HEARST","1,848","37.283","25","4,192,077.56524","SHATTUCK AVE","533","Single Pole","SINGLE POLE"
"POINT (-122.29317847881087 37.87173674099004)","1,099","DELAWARE","1,029","562,165.362497","94702","DELAWARE","1,740","-11.07","25","4,191,819.50368","SAN PABLO AVE","534","Pole Mast","MASTARM POLE"
"POINT (-122.2931605561468 37.87175391116753)","1,099","DELAWARE","1,029","562,166.924162","94702","DELAWARE","1,740","-15.456","25","4,191,821.42066","SAN PABLO AVE","535","Single Pole","SINGLE POLE"
"POINT (-122.29313404572913 37.87159187984135)","1,099","DELAWARE","1,029","562,169.392804","94702","DELAWARE","1,800","-13.102","25","4,191,803.46081","SAN PABLO AVE","536","Single Pole","SINGLE POLE"
"POINT (-122.29923630519545 37.87235792832427)","815","VIRGINIA","811","561,632.049556","94710","VIRGINIA","1,650","-25.732","25","4,191,884.40788","SIXTH ST","537","Single Pole","SINGLE POLE"
"POINT (-122.29921336128429 37.87237861883009)","815","VIRGINIA","811","561,634.049912","94710","VIRGINIA","1,650","-25.235","25","4,191,886.71862","SIXTH ST","538","Single Pole","SINGLE POLE"
"POINT (-122.29915061422145 37.87222398994829)","815","VIRGINIA","811","561,639.696792","94710","VIRGINIA","1,724","-24.698","25","4,191,869.60359","SIXTH ST","539","Single Pole","SINGLE POLE"
"POINT (-122.29891389555547 37.87225849886402)","1,799","6TH","1,701","561,660.487809","94710","6TH","830","-26.311","35","4,191,873.58891","VIRGINIA ST","540","Single Pole","SINGLE POLE"
"POINT (-122.29891535082211 37.87230841842353)","899","VIRGINIA","831","561,660.318671","94710","VIRGINIA","830","-26.592","25","4,191,879.12666","VIRGINIA ST","541","Single Pole","SINGLE POLE"
"POINT (-122.29897177105569 37.87242010731485)","899","VIRGINIA","831","561,655.263391","94710","VIRGINIA","1,647","-24.881","25","4,191,891.48159","SIXTH ST","542","Single Pole","SINGLE POLE"
"POINT (-122.2733141606447 37.87338232765756)","1,899","MARTIN LUTHER KING J","1,801","563,911.042255","94709","MARTIN LUTHER KING J","0","20.468","35","4,192,015.50285","HEARST AVE","543","Single Pole","SINGLE POLE"
"POINT (-122.27312834979415 37.87343420627779)","1,899","MARTIN LUTHER KING J","1,801","563,927.339379","94709","MARTIN LUTHER KING J","1,901","25.254","35","4,192,021.3863","HEARST AVE","544","Single Pole","SINGLE POLE"
"POINT (-122.26610070171267 37.87410183426061)","2,249","HEARST","2,201","564,544.837155","94720","HEARST","2,301","35.634","25","4,192,100.29742","BANCROFT WAY","545","Pole Mast","MASTARM POLE"
"POINT (-122.26615973664464 37.87425660691511)","2,249","HEARST","2,201","564,539.509603","94709","HEARST","1,899","33.941","25","4,192,117.42973","OXFORD ST","546","Single Pole","SINGLE POLE"
"POINT (-122.29390986912709 37.875190568679336)","1,109","CEDAR","1,101","562,098.136123","94702","CEDAR","1,601","-16.696","35","4,192,202.22533","SAN PABLO AVE","547","Single Pole","SINGLE POLE"
"POINT (-122.29398092644564 37.875322779967114)","1,109","CEDAR","1,101","562,091.775588","94702","CEDAR","1,103","-21.882","35","4,192,216.84699","HOPKINS ST","548","Single Pole","SINGLE POLE"
"POINT (-122.26029932364978 37.8752185730725)","1,899","EUCLID","1,801","565,054.080724","94709","EUCLID","2,483","98.663","25","4,192,228.23035","HEARST AVE","549","Single Pole","SINGLE POLE"
"POINT (-122.28245308874105 37.872967299879534)","1,499","DELAWARE","1,425","563,107.62919","94702","DELAWARE","1,800","0.376","25","4,191,963.2351","SACRAMENTO ST","550","Single Pole","SINGLE POLE"
"POINT (-122.28239980701824 37.87294074212253)","1,499","DELAWARE","1,425","563,112.33784","94702","DELAWARE","1,800","0.453","25","4,191,960.32425","SACRAMENTO ST","551","Pole Mast","MASTARM POLE"
"POINT (-122.2824928444183 37.87311767668141)","1,499","DELAWARE","1,425","563,104.004886","94702","DELAWARE","1,429","0.856","25","4,191,979.89316","DELAWARE ST","552","Single Pole","SINGLE POLE"
"POINT (-122.28223335842117 37.87293945977397)","1,899","SACRAMENTO","1,801","563,126.978261","94702","SACRAMENTO","1,800","3.746","35","4,191,960.29481","SACRAMENTO ST","553","Single Pole","SINGLE POLE"
"POINT (-122.27331167175255 37.8732143773655)","1,899","HEARST","1,801","563,911.406352","94704","HEARST","1,900","20.604","25","4,191,996.87018","M L KING JR WAY","554","Single Pole","SINGLE POLE"
"POINT (-122.2732498302079 37.87320889792943)","1,927","MARTIN LUTHER KING J","1,901","563,916.849917","94704","MARTIN LUTHER KING J","1,900","20.353","35","4,191,996.30452","M L KING JR WAY","555","Single Pole","SINGLE POLE"
"POINT (-122.27311421620507 37.873280821963505)","1,929","HEARST","1,901","563,928.714668","94704","HEARST","1,910","26.348","25","4,192,004.37707","HEARST AVE","556","Single Pole","SINGLE POLE"
"POINT (-122.2709777696436 37.873508433253726)","1,923","MILVIA","1,901","564,116.418072","94704","MILVIA","0","25.667","25","4,192,031.09653","MILVIA ST","557","Single Pole","SINGLE POLE"
"POINT (-122.29979406580962 37.87410422628768)","831","CEDAR","819","561,581.539429","94710","CEDAR","1,526","-23.603","25","4,192,077.7947","SIXTH ST","558","Single Pole","SINGLE POLE"
"POINT (-122.29972818138528 37.87400676700642)","831","CEDAR","819","561,587.41552","94710","CEDAR","830","-24.588","25","4,192,067.02482","CEDAR ST","559","Pole Mast","MASTARM POLE"
"POINT (-122.29902208241796 37.87243459413117)","1,699","6TH","1,601","561,650.826516","94710","6TH","1,647","-24.801","35","4,191,893.05493","SIXTH ST","560","Pole Mast","MASTARM POLE"
"POINT (-122.26840016657576 37.87380770181821)","2,149","HEARST","2,101","564,342.856901","94704","HEARST","0","34.154","25","4,192,066.07518","HEARST AVE","561","Single Pole","SINGLE POLE"
"POINT (-122.26841277907921 37.873772450484005)","2,149","HEARST","2,101","564,341.77852","94704","HEARST","0","33.669","25","4,192,062.15543","HEARST AVE","562","Single Pole","SINGLE POLE"
"POINT (-122.26845009652645 37.87396164616569)","2,149","HEARST","2,101","564,338.331692","94709","HEARST","1,849","38.823","25","4,192,083.12181","SHATTUCK AVE","563","Single Pole","SINGLE POLE"
"POINT (-122.27089173536687 37.8737668279317)","1,899","MILVIA","1,801","564,123.760391","94709","MILVIA","2,001","29.183","25","4,192,059.82562","HEARST AVE","564","Single Pole","SINGLE POLE"
"POINT (-122.27100451633484 37.87366550647587)","1,899","MILVIA","1,801","564,113.929275","94709","MILVIA","1,933","30.828","25","4,192,048.50648","HEARST AVE","565","Single Pole","SINGLE POLE"
"POINT (-122.25667081123832 37.87547121706076)","2,755","HEARST","2,701","565,372.976607","94720","HEARST","2,301","83.52","25","4,192,258.79812","BANCROFT WAY","566","Single Pole","SINGLE POLE"
"POINT (-122.29300955513968 37.8716124379909)","1,899","SAN PABLO","1,801","562,180.324651","94702","SAN PABLO","1,800","-12.371","35","4,191,805.82492","SAN PABLO AVE","567","Single Pole","SINGLE POLE"
"POINT (-122.2930484816464 37.8715647761472)","1,899","SAN PABLO","1,801","562,176.940742","94702","SAN PABLO","1,800","-8.502","35","4,191,800.51102","SAN PABLO AVE","568","Pole Mast","MASTARM POLE"
"POINT (-122.29290873468449 37.87181436378546)","1,799","SAN PABLO","1,721","562,189.022216","94702","SAN PABLO","1,775","-14.648","35","4,191,828.29547","SAN PABLO AVE","569","Pole Mast","MASTARM POLE"
"POINT (-122.23908224784132 37.87457240511374)","0","CENTENNIAL, OA","0","566,920.659106","94720","CENTENNIAL, OA","2,301","181.556","25","4,192,171.54063","BANCROFT WAY","570","Single Pole","SINGLE POLE"
"POINT (-122.23888387068992 37.875231338919235)","0","CENTENNIAL, OA","0","566,937.51006","94720","CENTENNIAL, OA","2,301","185.442","25","4,192,244.79261","BANCROFT WAY","571","Pole Mast","MASTARM POLE"
"POINT (-122.23866029745041 37.87527461617453)","0","CENTENNIAL, OA","0","566,957.133373","94720","CENTENNIAL, OA","2,301","184.581","25","4,192,249.75501","BANCROFT WAY","572","Single Pole","SINGLE POLE"
"POINT (-122.2388202464913 37.8753615117817)","0","CENTENNIAL, OA","0","566,942.987493","94720","CENTENNIAL, OA","2,301","187.087","25","4,192,259.28089","BANCROFT WAY","573","Single Pole","SINGLE POLE"
"POINT (-122.2386326417517 37.875376088343266)","0","CENTENNIAL, OA","0","566,959.474153","94720","CENTENNIAL, OA","2,301","185.507","25","4,192,261.03317","BANCROFT WAY","574","Single Pole","SINGLE POLE"
"POINT (-122.23893924579284 37.87600545470888)","0","CENTENNIAL, OA","0","566,931.939905","94720","CENTENNIAL, OA","2,301","212.42","25","4,192,330.64318","BANCROFT WAY","575","Single Pole","SINGLE POLE"
"POINT (-122.26606564852179 37.873458680706484)","0","UNNAMED UC BERKELEY","0","564,548.480971","94720","UNNAMED UC BERKELEY","2,301","37.394","25","4,192,028.96291","BANCROFT WAY","576","Pole Mast","MASTARM POLE"
"POINT (-122.26599721984478 37.87334567743869)","0","UNNAMED UC BERKELEY","0","564,554.597985","94720","UNNAMED UC BERKELEY","2,301","33.122","25","4,192,016.47267","BANCROFT WAY","577","Single Pole","SINGLE POLE"
"POINT (-122.2600895146539 37.87499750288082)","0","HAVILAND","0","565,072.727512","94720","HAVILAND","2,301","63.383","25","4,192,203.84847","BANCROFT WAY","578","Single Pole","SINGLE POLE"
"POINT (-122.26015761252283 37.87498935236589)","0","HAVILAND","0","565,066.745424","94720","HAVILAND","2,301","63.745","25","4,192,202.89673","BANCROFT WAY","579","Single Pole","SINGLE POLE"
"POINT (-122.23985000501985 37.875865236296406)","0","CENTENNIAL, OA","0","566,851.968139","94720","CENTENNIAL, OA","2,301","222.685","25","4,192,314.4326","BANCROFT WAY","580","Single Pole","SINGLE POLE"
"POINT (-122.27287372456217 37.871492576854884)","1,949","UNIVERSITY","1,901","563,951.411619","94704","UNIVERSITY","1,900","23.028","35","4,191,806.13323","UNIVERSITY AVE","581","Pole Mast","MASTARM POLE"
"POINT (-122.28437650804125 37.870240768560926)","1,999","ACTON","1,951","562,940.783527","94702","ACTON","1,399","-0.208","25","4,191,659.42275","UNIVERSITY AVE","582","Single Pole","SINGLE POLE"
"POINT (-122.28431857377574 37.87054673595345)","1,999","ACTON","1,951","562,945.619229","94702","ACTON","1,401","-0.34","25","4,191,693.40974","UNIVERSITY AVE","583","Single Pole","SINGLE POLE"
"POINT (-122.2841927653625 37.870256649044194)","1,999","ACTON","1,951","562,956.930592","94702","ACTON","1,401","-0.819","25","4,191,661.30859","UNIVERSITY AVE","584","Single Pole","SINGLE POLE"
"POINT (-122.27974172437972 37.87085091519553)","1,999","CALIFORNIA","1,921","563,347.906302","94703","CALIFORNIA","1,601","8.423","25","4,191,730.25582","UNIVERSITY AVE","585","Single Pole","SINGLE POLE"
"POINT (-122.27971388865164 37.870811828909495)","1,999","CALIFORNIA","1,921","563,350.388381","94703","CALIFORNIA","1,601","7.6","25","4,191,725.93761","UNIVERSITY AVE","586","Single Pole","SINGLE POLE"
"POINT (-122.27055196654617 37.87202053788249)","1,999","MILVIA","1,925","564,155.157395","94704","MILVIA","1,949","25.479","25","4,191,866.30492","MILVIA ST","587","Single Pole","SINGLE POLE"
"POINT (-122.25915972401285 37.868762321942796)","2,299","SATHER","2,201","565,159.992355","94720","SATHER","2,301","51.429","25","4,191,512.69178","BANCROFT WAY","588","Single Pole","SINGLE POLE"
