X,Y,OBJECTID,DISTRICT,RTE,RTE_SFX,CNTY,PM_PFX,PM,PM_SFX,DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
5363908.79666863,2515679.37511915,1,5,1,,SB,R,0.001,,"LAS CRUCES, JCT. RTE. 101; MOBIL OIL PIER",40,600,540,860,8000,7700
5363908.79666863,2515679.37511915,2,5,1,,SB,R,0.001,,"LAS CRUCES, JCT. RTE. 101; MOBIL OIL PIER",40,600,540,860,8000,7700
6262494.70717038,1908459.45176615,3,11,5,,SD,R,30.345,R,BEGIN RIGHT ALIGN,,,,5900,69000,66000
5877050.04170956,2438598.41904515,4,7,5,S,LA,C,46.351,,BREAK IN RTE,,,,,,
5877127.10979688,2438305.0639888,5,7,5,S,LA,C,46.351,,BREAK IN RTE,,,,,,
5084997.23539838,3652374.4452284,6,10,5,,SJ,,0.053,R,BEGIN RIGHT ALIGN,,,,,,24000
5084872.98269413,3652257.80668214,7,10,5,,SJ,,0.053,L," SB ON FR RTE 580, BEGIN LEFT ALIGN",,,,,,10000
5082699.71046589,3654710.6000049,8,10,5,,SJ,,0.68,L,"JCT. RTE. 580 WEST, END LEFT ALIGN",,,,,,15300
6606058.22476639,1814619.40486656,9,11,8,,IMP,R,0,L,"SAN DIEGO/IMPERIAL COUNTY LINE, LEFT ALIGN",,,,2500,12400,11500
5966735.5227713,2333179.20796798,10,7,10,,LA,,18.395,,BREAK IN RTE,,,,,,
5966734.63957097,2333261.15727915,11,7,10,,LA,,18.395,,BREAK IN RTE,,,,,,
6210497.18452522,2391956.94080597,12,8,15,,SBD,M,16.497,,JCT 15/215 SEP EB,9300,144000,139000,11200,181000,173000
6210349.95319238,2391816.95683397,13,8,15,,SBD,M,16.497,,JCT 15/215 SEP EB,9300,144000,139000,11200,181000,173000
4924133.18639222,4254102.73094264,14,3,20,,COL,,31.849,,"COLUSA, MARKET/BRIDGE STREETS",1750,17300,16400,1750,17300,16400
4924133.18639222,4254102.73094264,15,3,20,,COL,,31.849,,"COLUSA, MARKET/BRIDGE STREETS",1750,17300,16400,1750,17300,16400
4923326.19522405,4251834.11540115,16,3,20,,COL,,32.301,,"COLUSA, FREMONT STREET",1500,14800,13900,1150,12800,12000
4923325.96622188,4251833.42216106,17,3,20,,COL,,32.301,,"COLUSA, FREMONT STREET",1500,14800,13900,1150,12800,12000
4924058.4486808,4247931.5041119,18,3,20,,COL,,33.105,,MOON BEND ROAD,810,9200,8700,810,9200,8600
4924089.94107188,4247941.2360478,19,3,20,,COL,,33.105,,MOON BEND ROAD,810,9200,8700,810,9200,8600
5342990.13542205,4662607.57567672,20,2,36,,LAS,R,29.394,,"JOHNSTONVILLE, JCT. RTE. 395",1000,9400,8000,,,
5342990.13542205,4662607.57567672,21,2,36,,LAS,R,29.394,,"JOHNSTONVILLE, JCT. RTE. 395",1000,9400,8000,,,
4744621.34036414,3849301.27217448,22,4,37,,MRN,R,11.2,,JCT RTE 251,,,,4700,56000,47000
4744164.0525648,3849603.99597847,23,4,37,,MRN,R,11.2,,JCT RTE 251,,,,4700,56000,47000
4824294.77714555,3860952.53168032,24,4,37,,SOL,R,8.26,,WILSON AVENUE,3050,39500,38500,3350,43000,42000
4824250.97014655,3860971.37514657,25,4,37,,SOL,R,8.26,,WILSON AVENUE,3050,39500,38500,3350,43000,42000
6335758.19286098,2633548.24436781,26,8,40,,SBD,S,0,,ADA DR,,,,1750,15100,13000
6335758.19286098,2633548.24436781,27,8,40,,SBD,S,0,,ADA DR,,,,1750,15100,13000
6338517.88747281,2630622.01564023,28,8,40,,SBD,S,0.794,,"BARSTOW, JCT. RTE. 15",1750,15100,13000,,,
6338517.88747281,2630622.01564023,29,8,40,,SBD,S,0.794,,"BARSTOW, JCT. RTE. 15",1750,15100,13000,,,
5511224.36227314,3146559.3348134,30,6,41,,KIN,R,37.792,,JACKSON AVENUE,1000,11900,10700,1100,13000,11800
5511196.83050406,3146569.27344181,31,6,41,,KIN,R,37.792,,JACKSON AVENUE,1000,11900,10700,1100,13000,11800
5257340.22765397,4059582.36375056,32,3,49,,ED,R,14.597,,"PLACERVILLE, PACIFIC ST/RTE 49 LEFT TURN",670,6900,6800,1150,11200,9900
5257340.22765397,4059582.36375056,33,3,49,,ED,R,14.597,,"PLACERVILLE, PACIFIC ST/RTE 49 LEFT TURN",670,6900,6800,1150,11200,9900
6348716.36871623,1849587.61084865,34,11,54,,SD,T,10.993,,JCT. RTE. 94,9500,118000,115000,,,
6348716.36871623,1849587.61084865,35,11,54,,SD,T,10.993,,JCT. RTE. 94,9500,118000,115000,,,
6088075.89557564,2319177.44135214,36,7,57,,LA,R,4.518,,"DIAMOND BAR, NORTH JCT. RTE. 60",,,,9100,133000,121000
6087873.8867933,2319225.66238432,37,7,57,,LA,R,4.518,,"DIAMOND BAR, NORTH JCT. RTE. 60",,,,9100,133000,121000
5962829.22120072,2323695.6714889,38,7,60,,LA,L,0,,"LOS ANGELES, BEGIN WESTBOUND LANES",,,,4850,78000,71000
5962133.15960072,2323637.31891531,39,7,60,,LA,L,0,,"LOS ANGELES, BEGIN WESTBOUND LANES",,,,4850,78000,71000
5983136.26884113,2326066.19988431,40,7,60,,LA,R,3.876,,BELVEDERE PARK PEDESTRIAN OVERCROSSING,14800,252000,242000,14800,252000,242000
5983137.56608264,2326155.40114948,41,7,60,,LA,R,3.876,,BELVEDERE PARK PEDESTRIAN OVERCROSSING,14800,252000,242000,14800,252000,242000
6502822.46995223,2351154.24616481,42,8,62,,SBD,,10.62,,CHEROKEE TR,2950,34000,31500,2950,34000,31500
6502820.27146581,2351205.48556365,43,8,62,,SBD,,10.62,,CHEROKEE TR,2950,34000,31500,2950,34000,31500
6503806.38858806,2351437.02971998,44,8,62,,SBD,,10.817,,APACHE TR-RT,2950,34000,31500,2950,34000,31500
6503812.89480864,2351495.73235847,45,8,62,,SBD,,10.817,,APACHE TR-RT,2950,34000,31500,2950,34000,31500
5664526.3771908,3172137.58975914,46,6,63,,TUL,,8.775,R,"VISALIA, ON COURT STREET/WEST THIRD AVENUE NEAR LINCOLN OVAL",890,9500,9000,890,7900,7500
5664059.07530388,3167850.58127281,47,6,63,,TUL,,7.948,L,"LOCUST@NOBLE, BEGIN LEFT ALIGN",,,,1600,14300,13600
5663269.13593888,3173486.55162814,48,6,63,,TUL,R,9.095,,"VISALIA, ON NORTH WEST THIRD AVENUE AT HOUSTON AVENUE",1550,16300,15300,1850,21700,20300
5663232.89027648,3173488.06507656,49,6,63,,TUL,R,9.095,,"VISALIA, ON NORTH WEST THIRD AVENUE AT HOUSTON AVENUE",1550,16300,15300,1850,21700,20300
6242995.31900388,2348565.56269389,50,8,66,,SBD,,23.05,,EB END H ST,1350,16500,15800,1500,18600,17800
6242995.31900388,2348565.56269389,51,8,66,,SBD,,23.05,,EB END H ST,1350,16500,15800,1500,18600,17800
5235301.77829264,4504591.07871823,52,2,70,,PLU,,43.086,,"LAWRENCE STREET, BEGIN COUPLET",760,6700,6200,,,
5235331.46753772,4504620.74991873,53,2,70,,PLU,,43.086,,"LAWRENCE STREET, BEGIN COUPLET",760,6700,6200,,,
7024612.60255097,2104834.18171932,54,8,78,,RIV,,0.005,,"PALO VERDE, IMPERIAL/RIVERSIDE COUNTY LINE",330,2000,1750,270,2150,1950
7024612.25806347,2104839.29292956,55,8,78,,RIV,,0.005,,"PALO VERDE, IMPERIAL/RIVERSIDE COUNTY LINE",330,2000,1750,270,2150,1950
6302681.38073389,2169816.57636055,56,8,79,,RIV,R,10.396,,POURROY RD/ABELIA ST,2600,28500,26000,1900,20700,19000
6302646.73513389,2169833.82042056,57,8,79,,RIV,R,10.396,,POURROY RD/ABELIA ST,2600,28500,26000,1900,20700,19000
4780175.31584397,3737624.21632956,58,4,80,,SF,,5.044,R,"BEGIN RIGHT ALIGN, EB LNS LOWER DECK",,,,10800,169000,162000
4790874.09103431,3748356.67944464,59,4,80,,SF,,7.89,R,END RIGHT ALIGN,8900,135000,130000,,,
4762542.64146373,3697165.13845523,60,4,82,,SM,,21.945,,"SOUTH SAN FRANCISCO, HICKEY BOULEVARD",4000,35000,34000,2750,22500,22100
4762543.4193493,3697162.14863181,61,4,82,,SM,,21.945,,"SOUTH SAN FRANCISCO, HICKEY BOULEVARD",4000,35000,34000,2750,22500,22100
7072970.72761931,2167937.09357098,62,8,95,,RIV,L,0,,BEGIN RTE,,,,550,6600,6200
7072970.72761931,2167937.09357098,63,8,95,,RIV,L,0,,BEGIN RTE,,,,550,6600,6200
4776704.55736555,3694601.60946156,64,4,101,,SM,,22.55,,"SOUTH SAN FRANCISCO, LINDEN AVENUE",16300,245000,236000,16300,245000,236000
4776666.59746772,3694648.6123203,65,4,101,,SM,,22.55,,"SOUTH SAN FRANCISCO, LINDEN AVENUE",16300,245000,236000,16300,245000,236000
4773899.7155343,3734516.62018256,66,4,101,,SF,T,4.511,R,"MISSION/DUBOISE ST, RIGHT ALIGN",,,,2000,28500,28000
4350516.05410121,4875615.59847872,67,1,101,,HUM,,78.026,R,"EUREKA, ON FIFTH STREET AT BROADWAY, RIGHT ALIGN",,,,1600,12600,12000
4372549.16128163,5225414.02584897,68,1,101,,DN,,26.183,,"CRESCENT CITY, ON M STREET",3300,25500,20000,,,
4372541.27022131,5225328.59688598,69,1,101,,DN,,26.183,,"CRESCENT CITY, ON M STREET",3300,25500,20000,,,
5181819.11557314,3666064.79875314,70,10,108,,STA,R,22.438,L,"JCT 132 9TH ST VIA L ST, LEFT ALIGN",,,,480,5900,4850
5183453.27470639,3667471.66011265,71,10,108,,STA,L,22.836,,"MODESTO, K STREET AT NEEDHAM AVENUE",,,,1400,18200,15600
5183453.27470639,3667471.66011265,72,10,108,,STA,L,22.836,,"MODESTO, K STREET AT NEEDHAM AVENUE",,,,1400,18200,15600
5363364.80989572,3776576.23914714,73,10,108,,TUO,R,0,,"SONORA, JCT. RTE. 49",,,,1900,21400,20200
5363364.80989572,3776576.23914714,74,10,108,,TUO,R,0,,"SONORA, JCT. RTE. 49",,,,1900,21400,20200
5944038.75714131,2267147.48766948,75,7,110,,LA,,9.854,,RTE 110/91 SEP BR,16300,291000,272000,16300,291000,272000
5943944.38265814,2267151.89415672,76,7,110,,LA,,9.854,,RTE 110/91 SEP BR,16300,291000,272000,16300,291000,272000
6792906.44752589,1823570.10120398,77,11,111,,IMP,,0.41,,THIRD STREET & IMPERIAL,2750,37500,35500,2750,37500,35500
6792871.38985322,1823572.2524464,78,11,111,,IMP,,0.41,,THIRD STREET & IMPERIAL,2750,37500,35500,2750,37500,35500
6487182.35129814,2232402.02960148,79,8,111,,RIV,,47.795,,EAST PALM CANYON/GENE AUTRY TRAIL,3300,38500,33000,1250,14500,12500
6487183.21743813,2232391.78355898,80,8,111,,RIV,,47.795,,EAST PALM CANYON/GENE AUTRY TRAIL,3300,38500,33000,1250,14500,12500
6487364.0425358,2235728.21586248,81,8,111,,RIV,T,48.429,,GENE AUTRY BR (END),1250,14500,12500,1250,14500,12500
6487364.0425358,2235728.21586248,82,8,111,,RIV,T,48.429,,GENE AUTRY BR (END),1250,14500,12500,1250,14500,12500
4960159.92273755,3981192.82400765,83,4,113,,SOL,,21.24,,"DIXON, WEST JCT. RTE. 80",2250,21800,20500,,,
4960159.92273755,3981192.82400765,84,4,113,,SOL,,21.24,,"DIXON, WEST JCT. RTE. 80",2250,21800,20500,,,
4672728.48316589,3969288.21428673,85,4,116,,SON,,27.3,,"SEBASTOPOL, PETALUMA AVENUE",,,,2250,26000,25000
4672763.60711139,3969301.25297455,86,4,116,,SON,,27.3,,"SEBASTOPOL, PETALUMA AVENUE",,,,2250,26000,25000
5289358.39688522,3727349.30380856,87,10,120,,STA,T,18.017,L,BEGIN LEFT ALIGN,,,,720,7300,6300
5289993.13872597,3727746.71443106,88,10,120,,TUO,R,0,L,"STANISLAUS/TUOLUMNE COUNTY LINE, END LEFT ALIGN",720,7300,6300,,,
6613935.09319897,2768192.13026322,89,8,127,,SBD,,0,,"BAKER, JCT HIGHWAY (MILEPOST EQUATION)",,,,410,2800,2200
6613935.09319897,2768192.13026322,90,8,127,,SBD,,0,,"BAKER, JCT HIGHWAY (MILEPOST EQUATION)",,,,410,2800,2200
4626949.7554978,4131073.08658248,91,4,128,,SON,L,4.859,,"CLOVERDALE, NORTH JCT. RTE. 101",310,3150,3050,410,3750,3250
4626949.7554978,4131073.08658248,92,4,128,,SON,L,4.859,,"CLOVERDALE, NORTH JCT. RTE. 101",310,3150,3050,410,3750,3250
4651950.81474756,4087796.86211148,93,4,128,,SON,L,4.971,,"GEYERSVILLE, SOUTH JCT OLD RTE 101",400,3750,3250,400,3750,3150
4651950.81474756,4087796.86211148,94,4,128,,SON,L,4.971,,"GEYERSVILLE, SOUTH JCT OLD RTE 101",400,3750,3250,400,3750,3150
4655578.44889647,4084636.3307029,95,4,128,,SON,L,5.883,,"GEYSERVILLE, S JCT RTE OLD 101",410,4250,3450,410,3850,3250
4655578.44889647,4084636.3307029,96,4,128,,SON,L,5.883,,"GEYSERVILLE, S JCT RTE OLD 101",410,4250,3450,410,3850,3250
4950223.07220447,3409036.86595964,97,5,129,,SCR,,0,,MAIN ST,2100,25000,21000,2300,28000,23000
4950204.38753055,3409061.31407347,98,5,129,,SCR,,0,,MAIN ST,2100,25000,21000,2300,28000,23000
5944660.89861356,2370102.34081447,99,7,134,,LA,R,5.076,L,"LOS ANGELES, JCT. RTE. 5, LEFT ALIGN",6200,105000,99000,6900,115000,109000
5960571.65845864,2368671.81447606,100,7,134,,LA,R,8.256,,"GLENDALE, VERDUGO ROAD UNDERCROSSING",13400,226000,213000,11000,184000,174000
5960579.04033364,2368766.26048139,101,7,134,,LA,R,8.256,,"GLENDALE, VERDUGO ROAD UNDERCROSSING",13400,226000,213000,11000,184000,174000
5641120.85477622,3123743.59238723,102,6,137,,TUL,,14.269,,"TULARE, SOUTH WEST STREET (ROAD 92)",650,5600,5200,790,6700,6300
5641120.85477622,3123743.59238723,103,6,137,,TUL,,14.269,,"TULARE, SOUTH WEST STREET (ROAD 92)",650,5600,5200,790,6700,6300
6243470.15269989,2401505.70386064,104,8,138,,SBD,,35.1,,CAMP SEELY ENTRANCE RT,220,1950,1800,220,1950,1800
6243470.15269989,2401505.70386064,105,8,138,,SBD,,35.1,,CAMP SEELY ENTRANCE RT,220,1950,1800,220,1950,1800
5709509.73210581,2461567.06963006,106,7,150,,VEN,,31.26,,NORTH SANTA PAULA,200,2700,2500,250,3500,3250
5709509.73210581,2461567.06963006,107,7,150,,VEN,,31.26,,NORTH SANTA PAULA,200,2700,2500,250,3500,3250
4852008.27453998,4797544.73821656,108,2,151,,SHA,,5.993,,"ON SHASTA DAM BOULEVARD; DIVIDED HIGHWAY FACILITY",,,,1150,9100,8500
4852001.20467222,4797579.22043106,109,2,151,,SHA,,5.993,,"ON SHASTA DAM BOULEVARD; DIVIDED HIGHWAY FACILITY",,,,1150,9100,8500
4939934.62427747,3414113.09268381,110,5,152,,SCR,T,0.38,,"WATSONVILLE, ON EAST LAKE STREET AT LINCOLN STREET",1000,16100,15200,1750,20800,15200
4939992.32265289,3414274.95587714,111,5,152,,SCR,T,0.38,,"WATSONVILLE, ON EAST LAKE STREET AT LINCOLN STREET",1000,16100,15200,1750,20800,15200
4949242.46032055,3410235.8940734,112,5,152,,SCR,T,2.929,,"WATSONVILLE, ON EAST LAKE STREET AT MAIN STREET",3000,27000,26000,,,
4949242.46032055,3410235.8940734,113,5,152,,SCR,T,2.929,,"WATSONVILLE, ON EAST LAKE STREET AT MAIN STREET",3000,27000,26000,,,
4948827.58319755,3410751.96390739,114,5,152,,SCR,T,2.929,L,"WATSONVILLE, ON EAST LAKE STREET AT MAIN STREET, LEFT ALIGN",,,,1500,13100,11900
5671071.21679139,2963732.5981054,115,6,155,,KER,L,0,,DELANO ON FREMONT STREET AT 9th AVENUE AND THE OFF/ON RAMPS FOR NORTHBOUND ROUTE 99,,,,230,2300,2050
5671071.21679139,2963732.5981054,116,6,155,,KER,L,0,,DELANO ON FREMONT STREET AT 9th AVENUE AND THE OFF/ON RAMPS FOR NORTHBOUND ROUTE 99,,,,230,2300,2050
5670675.93707013,2963676.74815148,117,6,155,,KER,,0,,DELANO ON ELLINGTON STREET AT 9th AVENUE AND THE OFF/ON RAMPS FOR SOUTHBOUND ROUTE 99,,,,470,5300,4700
5670675.93707013,2963676.74815148,118,6,155,,KER,,0,,DELANO ON ELLINGTON STREET AT 9th AVENUE AND THE OFF/ON RAMPS FOR SOUTHBOUND ROUTE 99,,,,470,5300,4700
5670870.83267772,2962517.03656015,119,6,155,,KER,,0.22,,HIGH ST,470,5300,4700,3000,36000,34500
5670870.83267772,2962517.03656015,120,6,155,,KER,,0.22,,HIGH ST,470,5300,4700,3000,36000,34500
4968022.84303531,3804329.43200022,121,4,160,,CC,L,0,R,"JCT RTE 4 RT LNS, RIGHT ALIGN",,,,1750,20100,17400
4968558.20121655,3804406.10081014,122,4,160,,CC,L,0,L,"JCT RTE 4 LT LNS, LEFT ALIGN",,,,2500,29000,25000
4972277.49561521,3816257.45965332,123,3,160,,SAC,L,0,,CONTRA COSTA/SACRAMENTO COUNTY LINE,,,,1700,18100,16500
4972253.74894355,3816256.4816369,124,3,160,,SAC,L,0,,CONTRA COSTA/SACRAMENTO COUNTY LINE,,,,1700,18100,16500
4972635.75539739,3823612.16115123,125,3,160,,SAC,L,1.39,,SAN JOAQUIN RIVER BRIDGE,1700,18100,16500,1500,17600,16000
4972639.09758231,3823665.29588747,126,3,160,,SAC,L,1.39,,SAN JOAQUIN RIVER BRIDGE,1700,18100,16500,1500,17600,16000
6271337.7029358,2416647.34090014,127,8,173,,SBD,,12.852,,RIFLE RANGE RD-RT,110,740,620,110,740,620
6271337.7029358,2416647.34090014,128,8,173,,SBD,,12.852,,RIFLE RANGE RD-RT,110,740,620,110,740,620
6271035.88136096,2412598.3814784,129,8,173,,SBD,,13.82,,GRASS VALLEY ROAD,110,740,620,110,740,620
6271035.88136096,2412598.3814784,130,8,173,,SBD,,13.82,,GRASS VALLEY ROAD,110,740,620,110,740,620
5737631.87763305,2820954.25013247,131,6,178,S,KER,S,1.809,R,"BAKERSFIELD, 23RD & """"O"""" ST, RIGHT ALIGN",,,,210,2350,2150
5737264.10835548,2821200.91302498,132,6,178,S,KER,S,1.749,L,"24TH & """"N"""" ST, JCT RTE 178 WB, LEFT ALIGN",110,1200,1150,120,1200,1150
5737638.18339472,2821294.07031898,133,6,178,S,KER,S,1.819,L,"24TH & """"O"""" ST, LEFT ALIGN",120,1200,1150,110,1200,1150
5765665.31697288,2768293.04738423,134,6,184,,KER,,0,,WEEDPATCH LOOP (MILEPOST EQUATION),510,4900,4450,660,7200,6600
5765665.31697288,2768293.04738423,135,6,184,,KER,,0,,WEEDPATCH LOOP (MILEPOST EQUATION),510,4900,4450,660,7200,6600
5667755.51410522,3226193.14962681,136,6,201,,TUL,,13.98,,NORTH JCT. RTE. 63,580,5700,5400,180,2250,2000
5667755.51410522,3226193.14962681,137,6,201,,TUL,,13.98,,NORTH JCT. RTE. 63,580,5700,5400,180,2250,2000
6235707.1934883,2358747.9379984,138,8,210,U,SBD,,21.971,,ROUTE 210 LEFT TURN AT HIGHLAND AVENUE,3300,35000,34000,,,
6235707.1934883,2358747.9379984,139,8,210,U,SBD,,21.971,,ROUTE 210 LEFT TURN AT HIGHLAND AVENUE,3300,35000,34000,,,
6257812.20734905,2252117.80611473,140,8,215,,RIV,R,30.933,,RAMONA EXPRESSWAY,8400,133000,123000,9500,150000,139000
6257725.01821896,2252113.89831415,141,8,215,,RIV,R,30.933,,RAMONA EXPRESSWAY,8400,133000,123000,9500,150000,139000
6255199.63908339,2258970.60572931,142,8,215,,RIV,R,32.325,,OLEANDER AVENUE,9500,150000,139000,10400,165000,153000
6255117.02113838,2258973.23466106,143,8,215,,RIV,R,32.325,,OLEANDER AVENUE,9500,150000,139000,10400,165000,153000
6236589.69730072,2295517.22751781,144,8,215,,RIV,,40.285,,"RIVERSIDE, UNIVERSITY KNOLLS INTERCHANGE",14900,246000,234000,14900,246000,234000
6236538.88080131,2295460.16726448,145,8,215,,RIV,,40.285,,"RIVERSIDE, UNIVERSITY KNOLLS INTERCHANGE",14900,246000,234000,14900,246000,234000
6234135.66611956,2298572.6331524,146,8,215,,RIV,,41.043,,"RIVERSIDE, CANYON CREST DRIVE INTERCHANGE",15000,250000,237000,15000,250000,237000
6234084.29942438,2298538.94752423,147,8,215,,RIV,,41.043,,"RIVERSIDE, CANYON CREST DRIVE INTERCHANGE",15000,250000,237000,15000,250000,237000
6211079.58854413,2391442.11440781,148,8,215,,SBD,,17.753,R,"JCT RTE 15, RIGHT ALIGN, END OF ROUTE",,,,2600,37500,35000
6211091.01470238,2391354.26090898,149,8,215,,SBD,,17.753,L,"LEFT ALIGNMENT, END OF ROUTE",,,,2600,37500,35000
6329769.58082247,2627552.84428515,150,8,247,,SBD,,77.47,,RIMROCK ROAD,1200,12600,12100,1200,12600,12100
6329759.00440006,2627552.7015689,151,8,247,,SBD,,77.47,,RIMROCK ROAD,1200,12600,12100,1200,12600,12100
6329802.47937872,2630198.88525289,152,8,247,,SBD,,77.97,,ARMORY ROAD,1200,12600,12100,1550,16300,15600
6329763.79900989,2630196.22876215,153,8,247,,SBD,,77.97,,ARMORY ROAD,1200,12600,12100,1550,16300,15600
4815680.88918963,3736985.88427289,154,4,260,,ALA,R,0.838,,BEG INDEP ALIGN RT LNS,5150,65000,64000,,,
4815618.67277864,3736876.41959681,155,4,260,,ALA,R,0.838,,BEG INDEP ALIGN RT LNS,5150,65000,64000,,,
4843831.87455422,4759389.52548514,156,2,273,,SHA,,15.921,,MARKET/PINE STREETS,1750,16700,14000,,,
4843763.47016346,4759417.92142573,157,2,273,,SHA,,15.921,,MARKET/PINE STREETS,1750,16700,14000,,,
4843391.7123768,4761008.74435955,158,2,273,,SHA,,16.255,L,"REDDING, MARKET/GOLD STREETS, LEFT ALIGN",810,7100,6600,810,7100,6600
4919497.69467898,3563429.5620949,159,4,280,,SCL,R,2.193,,GUADALUPE SEPARATION,14500,184000,179000,11600,147000,143000
4919524.31732914,3563354.39000115,160,4,280,,SCL,R,2.193,,GUADALUPE SEPARATION,14500,184000,179000,11600,147000,143000
4911619.07559372,3560101.49755681,161,4,280,,SCL,R,3.875,,SOUTHWEST EXPRESSWAY INTERCHANGE,15500,197000,192000,12700,161000,157000
4911557.80832781,3560057.84213232,162,4,280,,SCL,R,3.875,,SOUTHWEST EXPRESSWAY INTERCHANGE,15500,197000,192000,12700,161000,157000
4911020.96392906,3560322.13359848,163,4,280,,SCL,R,3.993,,"SAN JOSE, MERIDIAN ROAD",12700,161000,157000,12700,161000,157000
4911012.45771247,3560286.12973347,164,4,280,,SCL,R,3.993,,"SAN JOSE, MERIDIAN ROAD",12700,161000,157000,12700,161000,157000
4804864.29796197,3619122.86015689,165,4,280,,SM,R,6.601,,CANADA ROAD,10000,98000,91000,10000,98000,91000
4804783.15245497,3619125.88738181,166,4,280,,SM,R,6.601,,CANADA ROAD,10000,98000,91000,10000,98000,91000
4757487.69159989,3710084.1250844,167,4,280,,SM,R,26.877,,BEGIN RIGHT ALIGN,15600,200000,190000,,,
4757304.99380255,3710075.90430032,168,4,280,,SM,R,26.877,,BEGIN RIGHT ALIGN,15600,200000,190000,,,
4992348.15035573,3703587.69385156,169,4,580,,ALA,R,6.053,,END ALIGNMENTS,,,,11800,177000,169000
4992347.11590897,3703532.68051015,170,4,580,,ALA,R,6.053,,END ALIGNMENTS,,,,11800,177000,169000
4956197.12685739,3698450.07092473,171,4,580,,ALA,,13.219,,"LIVERMORE, PORTOLA AVENUE",13900,231000,215000,13900,231000,215000
4956207.17736222,3698384.24789365,172,4,580,,ALA,,13.219,,"LIVERMORE, PORTOLA AVENUE",13900,231000,215000,13900,231000,215000
4818705.66037105,3741065.04803056,173,4,880,,ALA,,31.12,,"OAKLAND, OAK STREET CONNECTION",12300,203000,194000,11000,182000,174000
4818636.39902663,3741030.62716764,174,4,880,,ALA,,31.12,,"OAKLAND, OAK STREET CONNECTION",12300,203000,194000,11000,182000,174000
4808842.2322633,3748095.28823514,175,4,880,,ALA,R,33.92,,BEG INDEP ALIGN,6400,98000,96000,,,
4808759.83216564,3748188.74441306,176,4,880,,ALA,R,33.92,,BEG INDEP ALIGN,6400,98000,96000,,,
6307970.71464339,1786316.73246939,177,11,905,,SD,,3.19,R,"SAN DIEGO, JCT. RTE. 5, RIGHT ALIGN",920,10600,10300,920,10600,10300
5199094.96980089,3935075.0468208,178,10,104,,AMA,R,2.407,,MICHIGAN BAR ROAD,250,2400,2200,490,5100,4650
5199094.96980089,3935075.0468208,179,10,104,,AMA,R,2.407,,MICHIGAN BAR ROAD,250,2400,2200,490,5100,4650
5212141.10545397,3927054.14914873,180,10,104,,AMA,R,5.36,,PRESTON RD,380,4500,4400,740,5000,4300
5212141.10545397,3927054.14914873,181,10,104,,AMA,R,5.36,,PRESTON RD,380,4500,4400,740,5000,4300
5213175.33501281,3925215.67283881,182,10,104,,AMA,R,5.766,,"IONE, JCT. RTE. 124 NORTH",720,10000,9200,980,5500,4900
5213175.33501281,3925215.67283881,183,10,104,,AMA,R,5.766,,"IONE, JCT. RTE. 124 NORTH",720,10000,9200,980,5500,4900
5213845.00165246,3924676.14898348,184,10,104,,AMA,R,5.96,,"IONE, JCT. RTE. 124 SOUTH",970,9200,6500,620,9800,8200
5213845.00165246,3924676.14898348,185,10,104,,AMA,R,5.96,,"IONE, JCT. RTE. 124 SOUTH",970,9200,6500,620,9800,8200
5215240.09302239,3923494.95547973,186,10,104,,AMA,R,6.364,,"IONE, FOOTHILL BOULEVARD",610,5200,4700,480,5100,4700
5215240.09302239,3923494.95547973,187,10,104,,AMA,R,6.364,,"IONE, FOOTHILL BOULEVARD",610,5200,4700,480,5100,4700
5221049.03416039,3916061.93425655,188,10,104,,AMA,R,8.201,,JCT. RTE. 88,480,5100,4700,490,8100,7400
5221049.03416039,3916061.93425655,189,10,104,,AMA,R,8.201,,JCT. RTE. 88,480,5100,4700,490,8100,7400
5187402.60014105,3938224.77247673,190,10,104,,AMA,,0,,SACRAMENTO/ AMADOR COUNTY LINE,,,,250,2400,2200
5187402.60014105,3938224.77247673,191,10,104,,AMA,,0,,SACRAMENTO/ AMADOR COUNTY LINE,,,,250,2400,2200
5251912.00983588,3932398.83859056,192,10,104,,AMA,,10.072,,"SUTTER CREEK, JCT. RTE. 49",490,8100,7400,,,
5251912.00983588,3932398.83859056,193,10,104,,AMA,,10.072,,"SUTTER CREEK, JCT. RTE. 49",490,8100,7400,,,
5182125.83477597,3665710.48253265,194,10,108,,STA,R,22.438,R,"JCT. RTE. 132, RIGHT ALIGN",,,,480,5800,4650
5181823.22809772,3666068.37158065,195,10,108,,STA,R,22.439,L,"JCT ST 132 AT 9TH AND L, LEFT ALIGN",480,5900,4850,460,5600,4450
5183453.27470639,3667471.66011265,196,10,108,,STA,R,22.836,L,"MODESTO, L STREET AT NEEDHAM AVENUE, END LEFT ALIGN",460,5600,4450,,,
5184093.23143172,3667419.28488931,197,10,108,,STA,R,22.921,R,"MODESTO, K STREET AT NEEDHAM AVENUE, END RIGHT ALIGN",480,5800,4650,,,
5184745.14252947,3667395.3029819,198,10,108,,STA,R,23.08,,"MODESTO, NEEDHAM/ MC HENRY AVENUES",1400,18400,15600,2300,31500,27000
5184734.0119743,3667394.1888109,199,10,108,,STA,R,23.08,,"MODESTO, NEEDHAM/ MC HENRY AVENUES",1400,18400,15600,2300,31500,27000
