X,Y,OBJECTID,DISTRICT,RTE,RTE_SFX,CNTY,PM_PFX,PM,PM_SFX,DESCRIPTION,BACK_PEAK_HOUR,BACK_PEAK_MADT,BACK_AADT,AHEAD_PEAK_HOUR,AHEAD_PEAK_MADT,AHEAD_AADT
4448898.61455356,5071199.5839504,3353,1,169,,HUM,,13.2,,WAUTECK VILLAGE,,,,40,280,200
4478115.1299393,5016514.43282223,3354,1,169,,HUM,,29.95,,MARTINS FERRY BRIDGE,60,400,300,60,400,300
4478115.1299393,5016514.43282223,3355,1,169,,HUM,,29.95,,MARTINS FERRY BRIDGE,60,400,300,60,400,300
4491624.31092614,5007485.4082294,3356,1,169,,HUM,,33.84,,"WEITCHPEC, JCT. RTE. 96",60,400,300,,,
4491624.31092614,5007485.4082294,3357,1,169,,HUM,,33.84,,"WEITCHPEC, JCT. RTE. 96",60,400,300,,,
4660332.16576697,4198132.93146515,3358,1,175,,LAK,R,8.193,,JCT. RTE. 29,250,2300,1900,90,950,840
4660332.16576697,4198132.93146515,3359,1,175,,LAK,R,8.193,,JCT. RTE. 29,250,2300,1900,90,950,840
4638603.32963155,4189316.26077831,3360,1,175,,LAK,,0,,MENDOCINO/LAKE COUNTY LINE,,,,140,1700,1400
4638603.32963155,4189316.26077831,3361,1,175,,LAK,,0,,MENDOCINO/LAKE COUNTY LINE,,,,140,1700,1400
4710838.39021364,4123449.17663348,3362,1,175,,LAK,,19.62,,COBB POST OFFICE,400,3500,3200,350,3300,2900
4710838.39021364,4123449.17663348,3363,1,175,,LAK,,19.62,,COBB POST OFFICE,400,3500,3200,350,3300,2900
4732761.98022464,4098831.29739164,3364,1,175,,LAK,,26.608,,DRY CREEK ROAD,350,3350,2900,300,3000,2700
4732761.98022464,4098831.29739164,3365,1,175,,LAK,,26.608,,DRY CREEK ROAD,350,3350,2900,300,3000,2700
4739259.22740072,4096208.0831499,3366,1,175,,LAK,,28.038,,JCT. RTE. 29,300,3000,2700,,,
4739259.22740072,4096208.0831499,3367,1,175,,LAK,,28.038,,JCT. RTE. 29,300,3000,2700,,,
4605198.53751738,4185440.98703282,3368,1,175,,MEN,,0.77,,"EAST SIDE ROAD, RIGHT",420,4400,3550,500,5500,4200
4605198.53751738,4185440.98703282,3369,1,175,,MEN,,0.77,,"EAST SIDE ROAD, RIGHT",420,4400,3550,500,5500,4200
4601184.96811672,4185227.86869264,3370,1,175,,MEN,,0,,"HOPLAND, JCT. RTE. 101",,,,530,2650,2250
4601184.96811672,4185227.86869264,3371,1,175,,MEN,,0,,"HOPLAND, JCT. RTE. 101",,,,530,2650,2250
4606314.79447122,4187095.88923481,3372,1,175,,MEN,,1.14,,"EAST SIDE ROAD, LEFT",390,4250,3400,300,3200,2800
4606314.79447122,4187095.88923481,3373,1,175,,MEN,,1.14,,"EAST SIDE ROAD, LEFT",390,4250,3400,300,3200,2800
4614497.61209506,4186290.12247364,3374,1,175,,MEN,,2.79,,YOUNCE ROAD,240,2900,2600,190,1950,1700
4614497.61209506,4186290.12247364,3375,1,175,,MEN,,2.79,,YOUNCE ROAD,240,2900,2600,190,1950,1700
4638603.32963155,4189316.26077831,3376,1,175,,MEN,,9.85,,MENDOCINO/LAKE COUNTY LINE,140,1700,1400,,,
4638603.32963155,4189316.26077831,3377,1,175,,MEN,,9.85,,MENDOCINO/LAKE COUNTY LINE,140,1700,1400,,,
4404355.39885014,5242450.99243115,3378,1,197,,DN,R,0,,JCT. RTE. 199,,,,410,3250,2250
4404355.39885014,5242450.99243115,3379,1,197,,DN,R,0,,JCT. RTE. 199,,,,410,3250,2250
4401568.22955573,5246915.1203139,3380,1,197,,DN,R,1.285,,SIMPSON PARK DR,370,3600,2600,370,3600,2600
4401568.22955573,5246915.1203139,3381,1,197,,DN,R,1.285,,SIMPSON PARK DR,370,3600,2600,370,3600,2600
4391218.76206572,5271520.13114314,3382,1,197,,DN,,7.08,,JCT. RTE. 101,370,3500,3000,,,
4391218.76206572,5271520.13114314,3383,1,197,,DN,,7.08,,JCT. RTE. 101,370,3500,3000,,,
4385793.9208813,5243013.90928431,3384,1,199,,DN,T,0.506,L,"JCT. RTE. 101, LEFT ALIGN",,,,450,3400,2700
4385947.97667556,5242754.71163997,3385,1,199,,DN,T,0.506,R,"JCT. RTE. 101, RIGHT ALIGN",,,,450,3400,2700
4438086.83499606,5253879.46137206,3386,1,199,,DN,T,14.636,,"GASQUET, EAST",540,6600,5400,540,6600,5400
4438099.95406431,5253906.57745956,3387,1,199,,DN,T,14.636,,"GASQUET, EAST",540,6600,5400,540,6600,5400
4508346.95628655,5305490.62750648,3388,1,199,,DN,,36.408,,OREGON STATE LINE,480,5900,4700,,,
4508346.95628655,5305490.62750648,3389,1,199,,DN,,36.408,,OREGON STATE LINE,480,5900,4700,,,
4404347.0333813,5242464.65316498,3390,1,199,,DN,,4.37,,JCT. RTE. 197 NORTH,690,5600,3400,990,8100,5000
4404347.0333813,5242464.65316498,3391,1,199,,DN,,4.37,,JCT. RTE. 197 NORTH,690,5600,3400,990,8100,5000
4407762.65876789,5237229.72137764,3392,1,199,,DN,,5.9,,"HIOUCHI VILLAGE, EAST",820,9000,5900,770,7900,6000
4407762.65876789,5237229.72137764,3393,1,199,,DN,,5.9,,"HIOUCHI VILLAGE, EAST",820,9000,5900,770,7900,6000
4417135.52814548,4321049.79652332,3394,1,1,,MEN,R,50.56,,"MENDOCINO, JACKSON STREET",700,7500,5500,730,8200,7600
4417082.18081123,4321048.10131672,3395,1,1,,MEN,R,50.56,,"MENDOCINO, JACKSON STREET",700,7500,5500,730,8200,7600
4415707.65764163,4325623.20601164,3396,1,1,,MEN,R,51.49,,"MENDOCINO, LANSING STREET",1000,10200,8100,1000,10200,8900
4415707.65764163,4325623.20601164,3397,1,1,,MEN,R,51.49,,"MENDOCINO, LANSING STREET",1000,10200,8100,1000,10200,8900
4412697.50650972,4345494.9526854,3398,1,1,,MEN,R,55.78,,NORTH LIMITS CASPAR,1350,10800,8480,1250,13000,11000
4412697.50650972,4345494.9526854,3399,1,1,,MEN,R,55.78,,NORTH LIMITS CASPAR,1350,10800,8480,1250,13000,11000
4423672.55247296,4387153.47271465,3400,1,1,,MEN,R,64.858,,MAC KERRICHER STATE PARK,880,6100,4850,340,2150,1560
4423652.03610981,4387171.07504164,3401,1,1,,MEN,R,64.858,,MAC KERRICHER STATE PARK,880,6100,4850,340,2150,1560
4481250.31297338,4115819.03506964,3402,1,1,,MEN,,0,,SONOMA/MENDOCINO COUNTY LINE,,,,440,4650,3000
4481250.31297338,4115819.03506964,3403,1,1,,MEN,,0,,SONOMA/MENDOCINO COUNTY LINE,,,,440,4650,3000
4477669.87590855,4119822.67338781,3404,1,1,,MEN,,1.02,,NORTH LIMITS GUALALA,440,4650,4000,350,3200,2700
4477669.87590855,4119822.67338781,3405,1,1,,MEN,,1.02,,NORTH LIMITS GUALALA,440,4650,4000,350,3200,2700
4454185.23029263,4524738.60994539,3406,1,1,,MEN,,105.501,,"LEGGETT, JCT. RTE. 271",1950,1600,840,120,1100,720
4454185.23029263,4524738.60994539,3407,1,1,,MEN,,105.501,,"LEGGETT, JCT. RTE. 271",1950,1600,840,120,1100,720
4454520.37758823,4524680.56380165,3408,1,1,,MEN,,105.578,,"LEGGETT, JCT. RTE. 101",330,1000,630,,,
4454520.37758823,4524680.56380165,3409,1,1,,MEN,,105.578,,"LEGGETT, JCT. RTE. 101",330,1000,630,,,
4435544.81252106,4171968.72067031,3410,1,1,,MEN,,14.692,,"POINT ARENA, SOUTH CITY LIMITS",240,2600,2200,240,2850,2400
4435544.81252106,4171968.72067031,3411,1,1,,MEN,,14.692,,"POINT ARENA, SOUTH CITY LIMITS",240,2600,2200,240,2850,2400
4435482.04952322,4174486.11753839,3412,1,1,,MEN,,15.18,,"POINT ARENA, RIVERSIDE DRIVE",470,4150,1640,250,2800,2600
4435482.04952322,4174486.11753839,3413,1,1,,MEN,,15.18,,"POINT ARENA, RIVERSIDE DRIVE",470,4150,1640,250,2800,2600
4433113.58280347,4175919.59301789,3414,1,1,,MEN,,15.74,,"POINT ARENA, LAKE STREET",320,2800,2390,250,2500,2430
4433113.58280347,4175919.59301789,3415,1,1,,MEN,,15.74,,"POINT ARENA, LAKE STREET",320,2800,2390,250,2500,2430
4431800.85773864,4177579.10249415,3416,1,1,,MEN,,16.166,,"POINT ARENA, NORTH CITY LIMITS",250,2800,2300,250,2800,2300
4431800.85773864,4177579.10249415,3417,1,1,,MEN,,16.166,,"POINT ARENA, NORTH CITY LIMITS",250,2800,2300,250,2800,2300
4437108.87238505,4189179.47036947,3418,1,1,,MEN,,19.34,,"MOUNTAIN VIEW ROAD, MANCHESTER, SOUTH",190,2500,2100,220,2150,1850
4437108.87238505,4189179.47036947,3419,1,1,,MEN,,19.34,,"MOUNTAIN VIEW ROAD, MANCHESTER, SOUTH",190,2500,2100,220,2150,1850
4432370.40876488,4258406.16623339,3420,1,1,,MEN,,34.9,,NORTH LIMITS ELK,220,1550,1215,160,1600,1330
4432370.40876488,4258406.16623339,3421,1,1,,MEN,,34.9,,NORTH LIMITS ELK,220,1550,1215,160,1600,1330
4427564.56404589,4280244.9611384,3422,1,1,,MEN,,40.273,,JCT. RTE. 128 EAST,270,3800,3000,520,3900,2830
4427564.56404589,4280244.9611384,3423,1,1,,MEN,,40.273,,JCT. RTE. 128 EAST,270,3800,3000,520,3900,2830
4418080.16667613,4306849.71042223,3424,1,1,,MEN,,47.5,,"LITTLE RIVER, AIRPORT ROAD",480,4200,3300,650,5200,4200
4418080.16667613,4306849.71042223,3425,1,1,,MEN,,47.5,,"LITTLE RIVER, AIRPORT ROAD",480,4200,3300,650,5200,4200
4463236.08948746,4133128.24651414,3426,1,1,,MEN,,5.09,,FISH ROCK ROAD,320,3600,3100,210,3600,3100
4463236.08948746,4133128.24651414,3427,1,1,,MEN,,5.09,,FISH ROCK ROAD,320,3600,3100,210,3600,3100
4416781.07675464,4318521.36883739,3428,1,1,,MEN,,50.04,,COMPTCHE/UKIAH ROADS,660,6700,5390,860,8500,7300
4416781.11546847,4318521.40066148,3429,1,1,,MEN,,50.04,,COMPTCHE/UKIAH ROADS,660,6700,5390,860,8500,7300
4413362.08687347,4349498.04244822,3430,1,1,,MEN,,57.22,,GIBNEY LANE,1350,14000,11000,1400,14200,11300
4413362.08687347,4349498.04244822,3431,1,1,,MEN,,57.22,,GIBNEY LANE,1350,14000,11000,1400,14200,11300
4415783.48557398,4359985.78886114,3432,1,1,,MEN,,59.25,,SIMPSON LANE,1700,16000,13300,1900,19000,16700
4415660.47860214,4360005.11756264,3433,1,1,,MEN,,59.25,,SIMPSON LANE,1700,16000,13300,1900,19000,16700
4416046.21864431,4362815.85570756,3434,1,1,,MEN,,59.803,,JCT. RTE. 20 EAST,1900,19000,11000,1900,22000,4850
4416046.21864431,4362815.85570756,3435,1,1,,MEN,,59.803,,JCT. RTE. 20 EAST,1900,19000,11000,1900,22000,4850
4416887.3271983,4367370.92730606,3436,1,1,,MEN,,60.68,,"FORT BRAGG, CYPRESS AVENUE",2000,24200,21300,1500,20300,17700
4416840.7505198,4367383.2927669,3437,1,1,,MEN,,60.68,,"FORT BRAGG, CYPRESS AVENUE",2000,24200,21300,1500,20300,17700
4417233.40655863,4371581.29126064,3438,1,1,,MEN,,61.471,,"FORT BRAGG, REDWOOD AVENUE",1500,20300,17700,1800,20000,17700
4417233.40655863,4371581.29126064,3439,1,1,,MEN,,61.471,,"FORT BRAGG, REDWOOD AVENUE",1500,20300,17700,1800,20000,17700
4417538.92169563,4376293.69751823,3440,1,1,,MEN,,62.36,,"FORT BRAGG, NORTH CITY LIMITS",1400,14000,12100,1200,10100,8100
4417538.92169563,4376293.69751823,3441,1,1,,MEN,,62.36,,"FORT BRAGG, NORTH CITY LIMITS",1400,14000,12100,1200,10100,8100
4417801.86047421,4378510.49196914,3442,1,1,,MEN,,62.8,,"AIRPORT ROAD, FORT BRAGG, NORTH",1200,10100,8100,1000,8200,6300
4417801.86047421,4378510.49196914,3443,1,1,,MEN,,62.8,,"AIRPORT ROAD, FORT BRAGG, NORTH",1200,10100,8100,1000,8200,6300
4428496.39879639,4443167.62413757,3444,1,1,,MEN,,77.66,,"WESTPORT, NORTH",180,1300,900,140,1800,1300
4428496.39879639,4443167.62413757,3445,1,1,,MEN,,77.66,,"WESTPORT, NORTH",180,1300,900,140,1800,1300
4418944.92314872,4494971.07400814,3446,1,1,,MEN,,90.874,,JCT. RTE. 211 NORTH,130,860,570,100,1100,550
4418944.92314872,4494971.07400814,3447,1,1,,MEN,,90.874,,JCT. RTE. 211 NORTH,130,860,570,100,1100,550
4375099.68833281,4918119.38945523,3448,1,200,,HUM,R,0,,JCT. RTE. 101,,,,270,2550,2350
4375099.68833281,4918119.38945523,3449,1,200,,HUM,R,0,,JCT. RTE. 101,,,,270,2550,2350
4386059.46234497,4913278.20655231,3450,1,200,,HUM,R,2.681,,JCT. RTE. 299,250,2600,2200,,,
4386059.46234497,4913278.20655231,3451,1,200,,HUM,R,2.681,,JCT. RTE. 299,250,2600,2200,,,
4380231.74926288,4915889.84076473,3452,1,200,,HUM,,1.287,,AZALEA AVENUE,280,2800,2600,260,2700,2500
4380231.74926288,4915889.84076473,3453,1,200,,HUM,,1.287,,AZALEA AVENUE,280,2800,2600,260,2700,2500
4628180.90887539,4264321.93130472,3454,1,20,,LAK,,0,,MENDOCINO/LAKE COUNTY LINE,,,,1100,11400,9570
4628180.90887539,4264321.93130472,3455,1,20,,LAK,,0,,MENDOCINO/LAKE COUNTY LINE,,,,1100,11400,9570
4675157.65416056,4238635.80649598,3456,1,20,,LAK,,12.199,,LUCERNE CUTOFF,1000,11000,9800,1250,13000,12000
4675186.92378706,4238647.74479231,3457,1,20,,LAK,,12.199,,LUCERNE CUTOFF,1000,11000,9800,1250,13000,12000
4698679.41059464,4217580.18554956,3458,1,20,,LAK,,18.53,,"LUCERNE, EAST; BELL RAY AVENUE",910,9600,8700,780,8300,7500
4698679.40993847,4217580.19342355,3459,1,20,,LAK,,18.53,,"LUCERNE, EAST; BELL RAY AVENUE",910,9600,8700,780,8300,7500
4719767.91828631,4195630.24749415,3460,1,20,,LAK,,25.97,,"CLEAR LAKE OAKS, EAST",610,6500,5800,700,11900,10300
4719767.91828631,4195630.24749415,3461,1,20,,LAK,,25.97,,"CLEAR LAKE OAKS, EAST",610,6500,5800,700,11900,10300
4640701.82740305,4251252.5919579,3462,1,20,,LAK,,3.63,,SCOTT VALLEY ROAD,980,10900,9600,1000,11500,10500
4640701.82740305,4251252.5919579,3463,1,20,,LAK,,3.63,,SCOTT VALLEY ROAD,980,10900,9600,1000,11500,10500
4744918.01201488,4189818.38903914,3464,1,20,,LAK,,31.525,,JCT. RTE. 53 SOUTH,900,9300,8500,900,9300,8500
4744918.01201488,4189818.38903914,3465,1,20,,LAK,,31.525,,JCT. RTE. 53 SOUTH,900,9300,8500,900,9300,8500
4745416.40701547,4189854.49887507,3466,1,20,,LAK,,31.62,,JCT. RTE. 53 SOUTH,900,9300,8500,940,8800,7300
4745416.40701547,4189854.49887507,3467,1,20,,LAK,,31.62,,JCT. RTE. 53 SOUTH,900,9300,8500,940,8800,7300
4803736.56596547,4187269.2294393,3468,1,20,,LAK,,46.475,,LAKE/COLUSA COUNTY LINE,780,7500,6500,,,
4803736.56596547,4187269.2294393,3469,1,20,,LAK,,46.475,,LAKE/COLUSA COUNTY LINE,780,7500,6500,,,
4661420.2751393,4251794.11712156,3470,1,20,,LAK,,8.319,,JCT. RTE. 29 SOUTH,1200,11800,10020,1650,8800,7550
4661427.5999278,4251808.55836564,3471,1,20,,LAK,,8.319,,JCT. RTE. 29 SOUTH,1200,11800,10020,1650,8800,7550
4417434.67945005,4362419.41129048,3472,1,20,,MEN,R,0.274,,SOUTH HARBOR DRIVE,900,11900,9500,1000,7800,7200
4417434.72374131,4362419.40079181,3473,1,20,,MEN,R,0.274,,SOUTH HARBOR DRIVE,900,11900,9500,1000,7800,7200
4416046.21864431,4362815.85570756,3474,1,20,,MEN,R,0,,JCT. RTE. 1,,,,900,9400,8700
4416046.21864431,4362815.85570756,3475,1,20,,MEN,R,0,,JCT. RTE. 1,,,,900,9400,8700
4605147.71970564,4285598.40449972,3476,1,20,,MEN,R,38.054,,POTTER VALLEY ROAD,1100,6800,5790,1250,13200,11500
4605182.07199913,4285623.39493531,3477,1,20,,MEN,R,38.054,,POTTER VALLEY ROAD,1100,6800,5790,1250,13200,11500
4485531.54686497,4333149.85204756,3478,1,20,,MEN,,17.285,,CHAMBERLAIN CREEK,270,3800,2800,330,4400,2800
4485531.54686497,4333149.85204756,3479,1,20,,MEN,,17.285,,CHAMBERLAIN CREEK,270,3800,2800,330,4400,2800
4426420.11521931,4360228.94487089,3480,1,20,,MEN,,2.08,,SUMMER LANE,750,7500,6000,510,3850,3090
4426421.77433673,4360256.98976231,3481,1,20,,MEN,,2.08,,SUMMER LANE,750,7500,6000,510,3850,3090
4541125.50818339,4348658.36532182,3482,1,20,,MEN,,32.437,,"WILLITS, WEST CITY LIMITS",390,4000,3250,600,7500,6000
4541125.50818339,4348658.36532182,3483,1,20,,MEN,,32.437,,"WILLITS, WEST CITY LIMITS",390,4000,3250,600,7500,6000
4581839.23220196,4285092.16305815,3484,1,20,,MEN,,33.217,,NORTH JCT. RTE. 101,700,7900,6400,1400,15400,13700
4581839.23220196,4285092.16305815,3485,1,20,,MEN,,33.217,,NORTH JCT. RTE. 101,700,7900,6400,1400,15400,13700
4581853.37226555,4285099.72865981,3486,1,20,,MEN,,33.22,,SOUTH JCT. RTE. 101,1400,15400,13700,840,14400,13810
4581853.37226555,4285099.72865981,3487,1,20,,MEN,,33.22,,SOUTH JCT. RTE. 101,1400,15400,13700,840,14400,13810
4584494.65700921,4286218.06959897,3488,1,20,,MEN,,33.769,,REDWOOD VALLEY ROAD,1400,15900,14400,1500,15400,14700
4584494.65700921,4286218.06959897,3489,1,20,,MEN,,33.769,,REDWOOD VALLEY ROAD,1400,15900,14400,1500,15400,14700
4592137.35891539,4283691.31973122,3490,1,20,,MEN,,35.39,,MARINA DRIVE,1500,15400,9806,1500,15200,14700
4592137.35891539,4283691.31973122,3491,1,20,,MEN,,35.39,,MARINA DRIVE,1500,15400,9806,1500,15200,14700
4628180.90887539,4264321.93130472,3492,1,20,,MEN,,44.114,,MENDOCINO/LAKE COUNTY LINE,1250,11400,9570,,,
4628180.90887539,4264321.93130472,3493,1,20,,MEN,,44.114,,MENDOCINO/LAKE COUNTY LINE,1250,11400,9570,,,
4321800.35497105,4799466.7829289,3494,1,211,,HUM,R,74.192,,"FERNDALE, VAN NESS AVENUE",640,6600,6000,640,6500,6200
4321800.35497105,4799466.7829289,3495,1,211,,HUM,R,74.192,,"FERNDALE, VAN NESS AVENUE",640,6600,6000,640,6500,6200
4329199.4947003,4802484.86055414,3496,1,211,,HUM,R,75.782,,SAGE ROAD,560,6100,5800,580,6100,5900
4329199.4947003,4802484.86055414,3497,1,211,,HUM,R,75.782,,SAGE ROAD,560,6100,5800,580,6100,5900
4333958.31687555,4802808.97211064,3498,1,211,,HUM,R,76.688,,GOBLE LN-WADDINGTON RD,570,6300,5700,630,6200,5590
4333958.31687555,4802808.97211064,3499,1,211,,HUM,R,76.688,,GOBLE LN-WADDINGTON RD,570,6300,5700,630,6200,5590
4319121.74549888,4795127.21024323,3500,1,211,,HUM,,73.2,,"FERNDALE, OCEAN AVENUE",,,,640,6600,6000
4319121.74549888,4795127.21024323,3501,1,211,,HUM,,73.2,,"FERNDALE, OCEAN AVENUE",,,,640,6600,6000
4335371.33340646,4811090.20522006,3502,1,211,,HUM,,79.275,,JCT. RTE. 101,510,6000,5500,,,
4335371.33340646,4811090.20522006,3503,1,211,,HUM,,79.275,,JCT. RTE. 101,510,6000,5500,,,
4582649.32408573,4246881.73947914,3504,1,222,,MEN,R,0,,"UKIAH, JCT. RTE. 101",,,,710,7200,6700
4582649.32408573,4246881.73947914,3505,1,222,,MEN,R,0,,"UKIAH, JCT. RTE. 101",,,,710,7200,6700
4587852.3829053,4245489.06345873,3506,1,222,,MEN,,1.56,,SANFORD RANCH ROAD,660,7900,7500,660,5400,5100
4587852.3829053,4245489.06345873,3507,1,222,,MEN,,1.56,,SANFORD RANCH ROAD,660,7900,7500,660,5400,5100
4591020.10721289,4245303.29020822,3508,1,222,,MEN,,2.153,,TALMAGE,590,4300,4100,,,
4591020.10721289,4245303.29020822,3509,1,222,,MEN,,2.153,,TALMAGE,590,4300,4100,,,
4532954.51763564,4200042.73932531,3510,1,253,,MEN,,0,,"BOONVILLE, JCT. RTE. 128",,,,230,2150,1850
4532954.51763564,4200042.73932531,3511,1,253,,MEN,,0,,"BOONVILLE, JCT. RTE. 128",,,,230,2150,1850
4582146.24339896,4237111.29281272,3512,1,253,,MEN,,17.18,,"UKIAH, JCT. RTE. 101",330,3850,3200,,,
4582146.24339896,4237111.29281272,3513,1,253,,MEN,,17.18,,"UKIAH, JCT. RTE. 101",330,3850,3200,,,
4445199.6229358,4640755.69516797,3514,1,254,,HUM,,0,,JCT. RTE. 101,,,,200,800,680
4445199.6229358,4640755.69516797,3515,1,254,,HUM,,0,,JCT. RTE. 101,,,,200,800,680
4421078.05372497,4673598.53893098,3516,1,254,,HUM,,12.327,,JCT. RTE. 101,500,2300,2000,250,2000,1200
4421078.05372497,4673598.53893098,3517,1,254,,HUM,,12.327,,JCT. RTE. 101,500,2300,2000,250,2000,1200
4411041.62596323,4689988.47924814,3518,1,254,,HUM,,16.84,,BURLINGTON STATE PARK,200,1050,560,160,1150,630
4411041.62596323,4689988.47924814,3519,1,254,,HUM,,16.84,,BURLINGTON STATE PARK,200,1050,560,160,1150,630
4406564.38032456,4698200.22201097,3520,1,254,,HUM,,18.8,,"WEOTT, NORTH",130,1250,900,200,1300,1100
4406564.38032456,4698200.22201097,3521,1,254,,HUM,,18.8,,"WEOTT, NORTH",130,1250,900,200,1300,1100
4405272.71886589,4722610.5504868,3522,1,254,,HUM,,24.21,,"ENGLEWOOD PARK , DYERVILLE, NORTH",210,1100,990,110,1000,800
4405272.71886589,4722610.5504868,3523,1,254,,HUM,,24.21,,"ENGLEWOOD PARK , DYERVILLE, NORTH",210,1100,990,110,1000,800
4436159.05735555,4655079.01789923,3524,1,254,,HUM,,4.837,,MIRANDA BRIDGE RD,300,1500,1350,500,3000,2500
4436159.05735555,4655079.01789923,3525,1,254,,HUM,,4.837,,MIRANDA BRIDGE RD,300,1500,1350,500,3000,2500
4380421.99691388,4740461.3832234,3526,1,254,,HUM,,46.53,,"JCT. RTE. 101, JORDAN RD",190,1100,900,,,
4380421.99691388,4740461.3832234,3527,1,254,,HUM,,46.53,,"JCT. RTE. 101, JORDAN RD",190,1100,900,,,
4359092.65669864,4898688.99426098,3528,1,255,,HUM,R,5.13,,MAD RIVER SLOUGH BRIDGE,780,7700,5800,880,8400,6300
4359092.65669864,4898688.99426098,3529,1,255,,HUM,R,5.13,,MAD RIVER SLOUGH BRIDGE,780,7700,5800,880,8400,6300
4356535.48202297,4876340.29912905,3530,1,255,,HUM,,0,,"EUREKA, JCT. RTE. 101",,,,970,8500,7900
4356535.48202297,4876340.29912905,3531,1,255,,HUM,,0,,"EUREKA, JCT. RTE. 101",,,,970,8500,7900
4350757.65663639,4884916.57495548,3532,1,255,,HUM,,2.028,,NAVY BASE ROAD,830,7200,6560,810,7500,7000
4350757.65663639,4884916.57495548,3533,1,255,,HUM,,2.028,,NAVY BASE ROAD,830,7200,6560,810,7500,7000
4354290.58690648,4892715.92484231,3534,1,255,,HUM,,3.657,,DEAN/PACIFIC AVENUES,790,6800,6100,790,6500,6100
4354290.58690648,4892715.92484231,3535,1,255,,HUM,,3.657,,DEAN/PACIFIC AVENUES,790,6800,6100,790,6500,6100
4357203.18409964,4897765.96756373,3536,1,255,,HUM,,4.728,,YOUNG LANE,790,6500,6100,780,6300,6000
4357187.80125639,4897784.0607034,3537,1,255,,HUM,,4.728,,YOUNG LANE,790,6500,6100,780,6300,6000
4375547.29964231,4897710.65304181,3538,1,255,,HUM,,8.352,,"ARCATA, K STREET",860,8200,6200,930,8900,7200
4375561.47809164,4897746.82422931,3539,1,255,,HUM,,8.352,,"ARCATA, K STREET",860,8200,6200,930,8900,7200
4376408.70605597,4897399.37413681,3540,1,255,,HUM,,8.525,,"ARCATA, H STREET",930,8900,7200,1200,12000,10500
4376418.72801755,4897438.73002923,3541,1,255,,HUM,,8.525,,"ARCATA, H STREET",930,8900,7200,1200,12000,10500
4376702.92626806,4897289.15650947,3542,1,255,,HUM,,8.584,,"ARCATA, G STREET",1200,12000,10700,2000,16100,13600
4376713.21430522,4897328.90150873,3543,1,255,,HUM,,8.584,,"ARCATA, G STREET",1200,12000,10700,2000,16100,13600
4377894.28740239,4896406.42795998,3544,1,255,,HUM,,8.803,,JCT. RTE. 101,1700,15300,14780,,,
4377894.28740239,4896406.42795998,3545,1,255,,HUM,,8.803,,JCT. RTE. 101,1700,15300,14780,,,
4437659.14523464,4575025.26462123,3546,1,271,,HUM,,0,,MENDOCINO/HUMBOLDT COUNTY LINE,,,,40,270,240
4437659.14523464,4575025.26462123,3547,1,271,,HUM,,0,,MENDOCINO/HUMBOLDT COUNTY LINE,,,,40,270,240
4438002.06679289,4553814.70369598,3548,1,271,,MEN,R,17.048,,JCT. RTE. 101,160,380,350,20,140,110
4438002.06679289,4553814.70369598,3549,1,271,,MEN,R,17.048,,JCT. RTE. 101,160,380,350,20,140,110
4476766.90888247,4510792.16178848,3550,1,271,,MEN,,0.02,,JCT. RTE. 101,20,160,140,20,140,120
4476766.90888247,4510792.16178848,3551,1,271,,MEN,,0.02,,JCT. RTE. 101,20,160,140,20,140,120
4476813.86285681,4510897.71866398,3552,1,271,,MEN,,0,,JCT RTE 101,,,,20,150,140
4476813.86285681,4510897.71866398,3553,1,271,,MEN,,0,,JCT RTE 101,,,,20,150,140
4434144.32647689,4562112.77469823,3554,1,271,,MEN,,19.459,,JCT. RTE. 101,30,130,120,30,180,140
4434144.32647689,4562112.77469823,3555,1,271,,MEN,,19.459,,JCT. RTE. 101,30,130,120,30,180,140
4437659.14523464,4575025.26462123,3556,1,271,,MEN,,22.721,,MENDOCINO/HUMBOLDT COUNTY LINE,40,270,220,,,
4437659.14523464,4575025.26462123,3557,1,271,,MEN,,22.721,,MENDOCINO/HUMBOLDT COUNTY LINE,40,270,220,,,
4463465.05950198,4511232.5641229,3558,1,271,,MEN,,3.385,,OLD ROUTE 101 BRIDGE,20,150,110,70,670,490
4463465.05950198,4511232.5641229,3559,1,271,,MEN,,3.385,,OLD ROUTE 101 BRIDGE,20,150,110,70,670,490
4455682.86476456,4517388.12333407,3560,1,271,,MEN,,5.601,,JCT. RTE. 101,70,650,490,160,380,350
4455682.86476456,4517388.12333407,3561,1,271,,MEN,,5.601,,JCT. RTE. 101,70,650,490,160,380,350
4709166.72754647,4176318.31662989,3562,1,281,,LAK,,14,,BEGIN STATE HIGHWAY,,,,210,2100,1800
4709166.72754647,4176318.31662989,3563,1,281,,LAK,,14,,BEGIN STATE HIGHWAY,,,,210,2100,1800
4711769.52385005,4171991.08775157,3564,1,281,,LAK,,15.06,,POINT LAKEVIEW ROAD,220,2200,2000,570,5200,4950
4711769.52385005,4171991.08775157,3565,1,281,,LAK,,15.06,,POINT LAKEVIEW ROAD,220,2200,2000,570,5200,4950
4707189.97067322,4163191.59944506,3566,1,281,,LAK,,17,,JCT. RTE. 29,620,7100,6400,,,
4707189.97067322,4163191.59944506,3567,1,281,,LAK,,17,,JCT. RTE. 29,620,7100,6400,,,
