objectid_1,objectid,statehwy,hov,toll,name2,nm,iyr,ifc,sd,fxnm,txnm,globalid,shape_Length
8158,8158,1,0,0, ,SR-56 EB,2004,1,1,CARMEL COUNTRY,CAMINO SANTA FE,{D48497C4-4FE7-4FFC-92D1-AD62F2EB838E},3082.286166248304653
8159,8159,0,0,0, ,CARMEL VALLEY,2000,4,1,BLACK MOUNTAIN,UNKNOWN,{6AA6BD5B-A81F-4BE5-A62E-500646A4FCB6},1372.085812860137821
8160,8160,0,0,0, ,DEL MAR HEIGHTS,2005,3,1,BLACK MOUNTAIN,CARMEL VALLEY,{DB37F211-4D16-473B-869D-7C3AB13029DE},2922.346073936547782
8161,8161,0,0,0, ,CARMEL VALLEY,2005,3,1,BLACK MOUNTAIN,DEL MAR HEIGHTS,{FE2B4BB7-4FCB-4F42-8D06-6D70C03E464E},921.499653947894217
8162,8162,0,0,0, ,NOBEL,2002,3,1,RAMP I-805 NB,MIRAMAR,{19EE9B11-F595-4F4F-AE55-8713D1A3CCEA},2457.005377895370202
8163,8163,0,0,0, ,NOBEL,2002,3,1,SHORELINE,JUDICIAL,{A79B4CA0-363B-40A0-BD9F-06F560B6EE22},1553.052834965401189
8164,8164,0,0,0, ,NOBEL,2002,3,1,JUDICIAL,RAMP I-805 SB,{7DB12BC1-9576-4C0C-982B-6D072C27A3B8},789.196733002952669
8165,8165,0,0,0, ,TROY,2003,4,1,CAM DE LAS PALMAS,TROY,{A74DB2BC-02B4-4C89-98A8-460E6CCAEA80},1013.318995699826019
8166,8166,0,0,0, ,MERLIN,1990,7,1,UNKNOWN,MARKET,{88F5DE45-40B9-4954-B7A0-4F2A60C34C14},235.008368536562273
8167,8167,0,0,0, ,VALENCIA,1990,3,1,IMPERIAL,59TH,{832D04A8-2D81-4E46-A87F-FC9BC033599D},1867.938663340616586
8168,8168,0,0,0, ,CHASE,1990,3,1,JAMACHA,HILLSDALE,{0F2C6CF0-21F5-4FF4-9242-587D490D4B83},3267.887087487889858
8169,8169,1,0,0,CAMPO,SR-94,2000,2,1,CAMPO,CAMPO,{7A50AA57-7686-432F-97BC-FE44C0E62C93},2215.740576889697422
8170,8170,0,0,0, ,MOUNT MIGUEL,2001,4,1,MT MIGUEL,PROCTOR VALLEY,{A06CC0EF-41BB-4848-9413-300DD4AB5B2F},1191.850319257169758
8171,8171,0,0,0, ,OLYMPIC,2001,3,1,LA MEDIA,UNKNOWN,{A409C426-27F6-4F9D-9204-E986DC58C862},1597.502307435288458
8172,8172,1,0,0, ,I-805 NB,1990,1,1,SR-54 EB,SWEETWATER,{E761E577-4C14-4456-9189-DFBBCB2BCE3E},2889.976217558615190
8173,8173,0,0,0, ,RAMP I-805 NB,1990,9,1,I-805 NB,RAMP SR-54 WB,{90F6C9D0-758F-45D8-ACA5-81767389490E},1190.129329127854362
8174,8174,1,0,0, ,I-805 NB,1990,1,1,BONITA,SR-54 EB,{74C8D5BE-237A-420E-9FC0-8371B1AD09A3},1170.866626993868294
8175,8175,0,0,0, ,PARK,2005,3,1,10TH-NEW,IMPERIAL,{117B8D6C-896D-47FD-88FB-95A0D413F8A0},469.878961952381474
8176,8176,0,0,0, ,PARK,2005,3,1,11TH NEW,10TH-NEW,{8EC4AFE5-52F1-40C3-AD77-13E9E387701F},278.138711768381711
8177,8177,0,0,0, ,IMPERIAL,2005,4,1,PARK,10TH,{88EFBD6F-8B9B-4A02-927D-4F5E5B894C70},287.009679031720964
8178,8178,1,0,0,I-5 SB,RAMP I-5 SB,1991,9,1,RAMP I-5 SB,NATIONAL CITY,{ED813B93-0CE8-4818-AE51-8859F4503179},2979.186858472015501
8179,8179,1,0,0,I-5 NB,RAMP I-5 NB,1991,9,1,RAMP SR-54 EB,NATIONAL CITY,{B8CEAD66-62EE-47A5-83EF-B171BCF5A75C},1955.681370314785909
8180,8180,1,0,0, ,SR-54 EB,1991,1,1,NATIONAL CITY,HIGHLAND,{14A2CE4E-1E07-43D5-B4AF-04C907263227},1381.303285052799311
8181,8181,1,0,0, ,SR-54 WB,1991,1,1,HIGHLAND,NATIONAL CITY,{3B42DC88-1C99-4CBF-A3C4-41B4A255355E},727.287208309208950
8182,8182,1,0,0, ,SR-54 WB,1991,1,1,NATIONAL CITY,I-5 NB,{B890E2AD-9528-4575-8893-0E2C6E28037E},1102.053727429415630
8183,8183,1,0,0, ,SR-54 EB,1991,1,1,HIGHLAND,HIGHLAND,{AA95361C-640E-47B5-A41A-975BE1AC9E7D},2319.515506837519297
8184,8184,0,0,0, ,BRADLEY,1990,3,1,RAMP SR-67 NB,GRAVES,{EA98A961-4EED-457B-818E-C477767BD094},289.820207005691316
8185,8185,0,0,0, ,BRADLEY,1990,3,1,MAGNOLIA,RAMP SR-67 SB,{74BB48F3-7B1B-43C2-948D-5C6EE5DEAA6B},314.377676367246181
8186,8186,0,0,0, ,BRADLEY,1990,3,1,RAMP SR-67 SB,RAMP SR-67 NB,{B2C5B090-FE4A-4AFE-AF30-6DC65FAD29D4},425.387655972975267
8187,8187,0,0,0, ,JAMACHA,1990,3,1,GUSTAVO,VAN VECHTEN,{B81E9039-40D0-49ED-A05F-0E800C5E96EC},1515.051284325566940
8188,8188,1,0,0,JAMACHA ROAD,SR-54,1990,2,1,VAN VECHTEN,GROVE,{B1ECEA5A-51A4-44D0-B3DB-5F2818BCE9D7},968.796151649734156
8189,8189,0,0,0, ,OTAY LAKES,1990,3,1,EASTLAKE VISTAS,WUESTE,{39549D88-C414-4A35-BAF2-6550096133F7},1064.128682860882009
8190,8190,0,0,0, ,OTAY LAKES,1990,3,1,EASTLAKE WOODS,EASTLAKE VISTAS,{6E40CAE0-5EB1-4ED3-A6C2-3FF8064FA631},1926.717504671849838
8191,8191,0,0,0, ,OTAY LAKES,1990,4,1,WUESTE,WUESTE,{61E0C8E5-74E4-42BC-9CDD-BB345005B4D4},2362.986356216110380
8192,8192,0,0,0, ,TELEGRAPH CANYON,1990,3,1,UNKNOWN,OLEANDER,{296F3F5C-B838-4358-AEC9-BF9888CCC801},930.544351053444529
8193,8193,0,0,0, ,PALOMAR,1990,3,1,FRONTAGE,TRENTON,{7A6E9FC7-467D-4B6A-BFE7-9B9720C95DE5},401.254173504931714
8194,8194,0,0,0, ,PALOMAR,1990,3,1,RAMP I-5 NB,FRONTAGE,{35886F13-6E3E-4EC8-87A2-64B14571C236},214.115082498544581
8195,8195,0,0,0, ,MAIN,1990,3,1,MELROSE,RAMP I-805 SB,{4D537D64-B07A-4DE9-A958-248ED27C8FA3},979.032696243262649
8196,8196,0,0,0, ,ORANGE,1990,3,1,RAMP I-805 SB,RAMP I-805 NB,{0A97FF5F-E8D1-4457-A8D9-3DE990B9406D},677.808690304303127
8197,8197,0,0,0, ,TROY,2003,4,1,PALM,RAMP SR-125 SB,{79350DC3-8A54-49E6-95F6-C1C60991C38D},787.329411275483494
8198,8198,0,0,0, ,JAMACHA,1990,4,1,ELKELTON,RAMP SR-125 SB,{53DDD392-E860-47DA-874F-C3FDAC13C650},799.280024201594188
8199,8199,0,0,0, ,JAMACHA,1990,4,1,RAMP SR-125 SB,RAMP SR-125 NB,{74DED7ED-7C73-4375-A485-A4B60298B186},447.496861756670455
8200,8200,0,0,0, ,JAMACHA,1990,4,1,RAMP SR-125 NB,SWEETWATER,{C3AE7CBD-44CE-4F45-9806-36BC16116DBA},286.094475126769396
8201,8201,0,0,0, ,MISSION,1990,3,1,UNKNOWN,UNKNOWN,{4CF66E69-F472-4681-AE06-36D640A95F97},193.512356544776310
8202,8202,0,0,0, ,LAS POSAS,1990,3,1,RAMP SR-78 WB,UNKNOWN,{1A5682B8-AC64-4EC0-9E8B-FD0EC42116EE},125.399542931946002
8203,8203,1,0,0, ,SR-78 EB,1990,1,1,LAS POSAS,LAS POSAS,{0BEEB560-CF42-417A-95F2-07A8F59F1E71},2099.795551861392141
8204,8204,1,0,0, ,SR-78 WB,1990,1,1,LAS POSAS,LAS POSAS,{56E13F19-A19E-4B78-B999-81451EA207B3},1281.264089989218519
8205,8205,0,0,0, ,LAS POSAS,1990,4,1,UNKNOWN,GRAND,{0E8E577F-27E1-452F-A36A-C7C88BF491FA},451.837535269149043
8206,8206,0,0,0, ,SANTA FE,1990,3,1,SMILAX,BOSSTICK,{DE02FD68-303D-471F-9A7D-8D7FDEE962C4},998.792460497073989
8207,8207,0,0,0, ,SANTA FE,1990,3,1,2907,LAS FLORES,{87568641-1593-45FB-914B-4A74DEBFD37C},739.661609191727166
8208,8208,0,0,0, ,SANTA FE,1990,3,1,BOSSTICK,2907,{15BF34C9-614B-43D9-AA20-1B8A29ECF83B},694.101719877152618
8209,8209,0,0,0, ,SANTA FE,1990,3,1,LAS FLORES,RANCHO SANTA FE,{C8D133AE-9A4C-4970-965F-487CCA507F67},1997.790567675087004
8210,8210,0,0,0, ,TWIN OAKS,2006,3,1,UNKNOWN,SAN ELIJO,{091FF418-D7D3-479A-88F3-A445D71E312E},2007.878159879540817
8211,8211,0,0,0, ,ROBELINI,1990,3,1,EL VALLE OPULENTO,SYCAMORE,{88B80A14-D361-48D7-9CB7-DDBEE8E9A0FD},839.992536613042375
8212,8212,0,0,0, ,ROBELINI,1990,3,1,SOUTH SANTA FE,EL VALLE OPULENTO,{1A91DF8F-879F-412E-9054-74ACA5D6AC8F},401.018233301836347
8213,8213,0,0,0, ,MISSION,1990,3,1,OLIVE HILL,WINTER HAVEN,{D96C68DD-49E9-44C2-8737-5DD0AC95CE3D},770.445938287104354
8214,8214,0,0,0, ,MISSION,1990,3,1,STAGE COACH,OLIVE HILL,{6BC7C655-966D-44C3-86ED-659EFFC59475},459.509153869906754
8215,8215,0,0,0, ,EL CAMINO REAL,1990,3,1,ALGA,ARENAL,{7B6C2E3A-F4AB-4AFE-BCD6-86949BAC60CA},2905.019272944650311
8216,8216,0,0,0, ,EL CAMINO REAL,1990,3,1,COSTA DEL MAR,LA COSTA PLAZA,{95B49838-D33B-4B88-8ED1-DB01EB0991D2},760.222203671422676
8217,8217,0,0,0, ,EL CAMINO REAL,1990,3,1,ARENAL,COSTA DEL MAR,{33B235D0-5768-4653-A49E-CA929298EDC6},2018.488918807058326
8218,8218,0,0,0, ,CANNON,2003,3,1,UNKNOWN,UNKNOWN,{37B5B45D-997A-4B64-AE86-133D77EC71DE},2072.687654187397584
8219,8219,0,0,0, ,COLLEGE,2000,3,1,LAKE,ESPLANADE,{2209970F-1DBB-4B06-865F-163B7E6F82E5},810.701703398304403
8220,8220,0,0,0, ,RANCHO DEL ORO,2004,3,1,UNNAMED 1,OCEANSIDE,{0E8D3559-63BD-4CB3-A6C1-332D166712DB},757.679445861805675
8221,8221,0,0,0, ,ESPOLA,1990,4,1,POWAY HIGH SCHOOL,WILLOW RANCH,{588B292A-D345-432C-8621-ED43A306A0CF},1086.592485437185360
8222,8222,0,0,0, ,OLIVENHAIN,1990,3,1,AMARGOSA,UNKNOWN,{3D1AD3F3-28F7-40C7-893D-664D972C0EDC},1741.986003752079569
8223,8223,0,0,0, ,OLIVENHAIN,1990,3,1,EL CAMINO REAL,UNKNOWN,{4DEEA6FE-AFAF-4709-BAD8-3C67CEB51B9C},1390.510298609732217
8224,8224,0,0,0, ,CARMEL VALLEY,1990,4,1,DEL MAR SCENIC,PORTOFINO,{423A4212-7CBD-4751-99F3-13BCD66458B9},3651.823995442314299
8225,8225,0,0,0, ,TELEGRAPH CANYON,1990,3,1,HALECREST,UNKNOWN,{61AFD6FD-0EE4-4680-9423-E6B2762E92A2},822.974809050340127
8226,8226,1,0,0, ,I-5 SB,1990,1,1,MANCHESTER,LOMAS SANTA FE,{E3814D33-2874-4493-A338-8585EBAAB12C},3857.944834431549225
8227,8227,1,0,0, ,I-5 NB,1990,1,1,LOMAS SANTA FE,MANCHESTER,{31867450-3643-4A1D-AE52-89596BA468E3},3596.215921353547401
8228,8228,1,1,1, ,I-15 HOV SB,1990,1,1,MIRA MESA,POMERADO,{DB518018-33AE-4EF5-A902-F84F32495093},4260.567713346389610
8229,8229,0,0,0, ,MARSHALL,1990,4,1,UNKNOWN,FLETCHER,{62E505EE-3A36-47EC-AE51-8484CE3E8ED7},222.864946549426435
8230,8230,0,0,0, ,BUENA CREEK,1990,4,1,LAS POSAS,TAMARA,{6FC9414F-EF2E-48B1-9F8A-23AAEEE028AE},2268.944031188103054
8231,8231,0,0,0, ,BUENA CREEK,1990,4,1,TAMARA,SUNSHINE MTN,{803F6F17-9836-40FF-AE91-B681991738F9},2007.469371673103751
8232,8232,0,0,0, ,BUENA CREEK,1990,4,1,SUNSHINE MTN,TWIN OAKS VALLEY,{2150BC8A-B7A2-41C2-BBFA-AA12C94404E4},2495.944442557184630
8233,8233,0,0,0, ,BUENA CREEK,1990,3,1,SUGARBUSH,HOLLYBERRY,{09899EA0-0219-4BF0-BE8D-5F995E304728},437.594706961374982
8234,8234,0,0,0, ,MONTE VISTA,1990,3,1,UNKNOWN,FOOTHILL,{7018C217-54B8-472F-8734-778688F03F42},2023.827271881334582
8235,8235,0,0,0, ,MONTE VISTA,1990,3,1,FOOTHILL,LA RUEDA,{5F213F59-A1AC-4B19-9B6B-C9B02755DA9D},1190.136405747375647
8236,8236,0,0,0, ,BUENA CREEK,1990,3,1,HARTWRIGHT,LONE OAK,{6CC10A0E-EF47-4EC6-9D42-767083F269B3},4503.243795378572031
8237,8237,0,0,0, ,BUENA CREEK,1990,3,1,MONTE VISTA,SUGARBUSH,{963FD035-FB57-4A43-9882-3E4C4AD81023},3211.307623865970982
8238,8238,0,0,0, ,MONTE VISTA,1990,3,1,LA RUEDA,BUENA CREEK,{F9E991BF-5441-45C9-86A6-963A6E435B0A},1733.459674198962148
8239,8239,0,0,0, ,BUENA CREEK,1990,3,1,LONE OAK,MONTE VISTA,{BE69DC3A-D7C1-4C6D-832F-ED20A909DB88},1404.407483647624304
8240,8240,0,0,0, ,AERO,1990,3,1,RAMP I-15 SB,RAMP I-15 NB,{7D6B7707-D6D3-4AA6-A2C7-9E95C37750C0},799.110633298517769
8241,8241,0,0,0, ,TIERRASANTA,1990,3,1,BALBOA,RAMP I-15 NB,{EAAA09B1-42DD-486B-8D2B-BC9BCCF60112},270.081839931798754
8242,8242,0,0,0, ,SCRIPPS POWAY,1990,3,1,COMMUNITY,TECH CENTER,{CB9724BD-3DE2-4D5A-B91B-201C3BDA23D1},2901.854477611190759
8243,8243,0,0,0, ,SCRIPPS POWAY,1990,3,1,TECH CENTER DR,STOWE,{9F21C58A-06C9-4295-BDEC-838551607897},2298.079830860765469
8244,8244,0,0,0, ,SCRIPPS POWAY,1994,3,1,STOWE,DANIELSON,{B757D887-A07D-4F6C-9023-515B03BE9272},2883.388845992514234
8245,8245,0,0,0, ,SCRIPPS POWAY,1990,3,1,KIRKHAM,COMMUNITY,{A3798589-66E5-4E91-AF72-2B3FD9264A06},1535.928391127219584
8246,8246,0,0,0, ,COMMUNITY,1990,3,1,DANIELSON,SCRIPPS POWAY,{C48391F3-F5BD-41F3-B67B-57800C2504DF},567.065204565979116
8247,8247,0,0,0, ,SCRIPPS POWAY,1997,3,1,RAMP SR-125 NB,SR-67,{4AC8DD8C-230B-444F-9D6A-D2B6BCE5E54E},9169.953580006083939
8248,8248,0,0,0, ,SCRIPPS POWAY,1997,3,1,SR 125,RAMP SR-125 NB,{A727D391-52BF-43A9-96D0-6016A75F014C},399.090809827572684
8249,8249,0,0,0, ,POWAY,1990,3,1,CARRIAGE,POWAY BOWL,{B88E4856-2E56-411A-80F5-C238F9FA335E},1280.176414038762459
8250,8250,0,0,0, ,POWAY,1990,3,1,POWAY BOWL/WENDYS,PEQUOT,{FF0E3E2E-F94B-4505-90C2-A2BA46E1DD8E},887.833068218352082
8251,8251,0,0,0, ,ESPOLA,1990,4,1,DURHULLN/GLDN SUNSET,MTN RD,{61801A1D-E5F5-4336-847B-C3984D796865},1077.671909974826576
8252,8252,0,0,0, ,ESPOLA,1990,4,1,MTN,LOS NIETOS,{F9E16710-4724-4C40-A373-FBEF58E46405},571.000083669671085
8253,8253,0,0,0, ,TWIN PEAKS,1990,3,1,MAPLEWOOD,SILVERSET,{7FD1F9B7-20F3-4C80-A74B-A987843CE2B8},939.941278888733791
8254,8254,0,0,0, ,POMERADO,1990,3,1,POMERADO HOSP,POMERADO HOSPITAL,{85D132E7-A35B-4BBD-AAE9-1DDC036610FD},982.146106937906325
8255,8255,0,0,0, ,POMERADO,1990,3,1,POMERADO HOSPITAL,VIA MONTE CLARO,{0FD00B86-8834-4851-ADE6-CD517D8655CF},1194.261904521365750
8256,8256,0,0,0, ,TWIN PEAKS,1990,3,1,MIDLAND,BUDWIN,{8403E1EC-949A-4BAD-8EAB-1978D150C453},1240.088871561395763
8257,8257,0,0,0, ,TWIN PEAKS,1990,3,1,BUDWIN,TIERRA BONITA,{B1B11FD3-D088-4995-B0A4-1A84A71EFC13},1493.297116161425038
8258,8258,0,0,0, ,SCRIPPS POWAY,1997,3,1,UNKNOWN,SR 125,{49240101-61E2-4CEB-908E-88061AB43BD4},2587.176185657647238
8259,8259,0,0,0, ,SCRIPPS POWAY,1997,3,1,DANIELSON,KIRKHAM,{B7E612D4-5B2A-4A07-A1E3-8F5C05DC3A0B},1070.177686126437493
8260,8260,0,0,0, ,SCRIPPS POWAY,1997,3,1,KIRKHAM,UNKNOWN,{8A16CC91-E859-4195-9FED-F1BBFB34346B},3684.446557274286533
8261,8261,0,0,0, ,ESPOLA,1990,3,1,TWIN PEAKS,UNKNOWN,{B9BA1772-6D61-4F67-89AC-8CAAD59F3ABF},431.858549314453057
8262,8262,0,0,0, ,ESPOLA,1990,3,1,UNKNOWN,SR 125,{1E69360F-225F-44CA-829E-E827AED07E38},3684.605357556154559
8263,8263,0,0,0, ,POWAY,1990,4,1,RAMP SR-125 SB,RAMP SR-125 NB,{F1E6E68D-6808-42B7-90D1-21AAC939885D},343.076010586325367
8264,8264,0,0,0, ,POWAY,1990,4,1,RAMP SR-125 NB,SR-67,{2F29CC31-07FC-4B74-A4FF-35D981D8B72C},1303.591138198033377
8265,8265,0,0,0, ,POWAY,1990,4,1,BLUE CRYSTAL,RAMP SR-125 SB,{96CEBC69-1D97-4243-9BAC-F9C5019A3F4F},8340.461867017840632
8266,8266,0,0,0, ,POWAY,1990,4,1,SR 125,BLUE CRYSTAL,{E61539C6-25D0-4919-AD21-91F75E63013A},3890.038112982693292
8267,8267,0,0,0, ,POMERADO,1990,3,1,ROBERTO,KAITZ,{B20DBDA1-EDD2-4188-A092-0898DD3DAB47},1406.827845196726912
8268,8268,0,0,0, ,POMERADO,1990,3,1,VIA MONTE CLARO,ROBERTO,{43EBDA1B-8759-4B06-A0CF-5D460A651A4D},1085.958259087230772
8269,8269,0,0,0, ,ESPOLA,1990,4,1,VALLE VERDE,MARTINCOIT,{22BF7D90-CC11-441F-86E9-9D913E48ABC8},1654.159879825041116
8270,8270,0,0,0, ,ESPOLA,1990,4,1,MARTINCOIT,ORCHARD BEND,{B4503AE0-979B-4E9F-BDA9-884665DB6654},1794.198933784105066
8271,8271,0,0,0, ,ESPOLA,1990,4,1,ORCHARD BEND,OLD COACH,{3823B7AE-9719-48CB-A4B9-71DB38E15B98},970.370700839790061
8272,8272,1,0,0,JAMACHA BOULEVARD,SR-54,1990,2,1,THAYER,UNKNOWN,{706D3D12-95F6-4469-8CA3-9E154DAC8782},918.428172506867895
8273,8273,1,0,0,JAMACHA BOULEVARD,SR-54,1990,2,1,SACRAMENTO,KEMPTON,{BAA46A97-E23E-4A9C-B21A-113EAADCF3AE},945.726111508093823
8274,8274,1,0,0,PARADISE VALLEY,SR-54,2003,2,1,SWEETWATER,GILLESPIE,{9B6CEEB1-1D8F-420D-9427-6D082D327632},1264.405609790011113
8275,8275,1,0,0,JAMACHA BOULEVARD,SR-54,1990,2,1,RAMONA,GRAND,{37ADC1CC-94DD-4815-A190-F02FCE8DB234},777.344347144868493
8276,8276,1,0,0,JAMACHA BOULEVARD,SR-54,1990,2,1,GRAND,SACRAMENTO,{5536CE15-1B21-4E3C-BE7B-69AF87EE6696},384.220403094036271
8277,8277,1,0,0,JAMACHA BOULEVARD,SR-54,1990,2,1,KEMPTON,THAYER,{DFFB090A-2E20-4EA3-97A9-9527FC357D9E},792.366949092361324
8278,8278,0,0,0, ,COLLEGE,2000,3,1,ESPLANADE,TAMARACK,{A5A741E4-8E1D-40FF-9001-AD1CFE4D42E4},2334.025694632203340
8279,8279,0,0,0, ,EL CAMINO REAL,1990,3,1,MARRON,HOSP WY,{F271B31C-2B25-4DEC-B525-1662507650C5},1002.458387118169298
8280,8280,0,0,0, ,EL CAMINO REAL,1990,3,1,RANCHO CARLSBAD,CAMINO HILLS,{6787BF9D-533C-4999-8225-5BAA652DFF32},1001.761885171079939
8281,8281,0,0,0, ,EL CAMINO REAL,1990,3,1,CAMINO HILLS,COLLEGE,{74C1BA92-9E4F-41AA-B76C-2AE1B8486C2D},1369.080485311674011
8282,8282,0,0,0, ,EL CAMINO REAL,1990,3,1,DOVE,ALGA,{FB15291C-88AD-4F4D-A1C5-A216D64CE2C4},1067.520000322830128
8283,8283,0,0,0, ,EL CAMINO REAL,1990,3,1,CASSIA,UNKNOWN,{B03BC32D-9F8A-4493-8BE1-7A8C739C9B2E},629.785517817157370
8284,8284,1,1,1,I-15 HOV SB,RAMP I-15 HOV SB,1990,9,1,RAMP I-15 SB,RAMP I-15 HOV SB,{73554F31-94DF-440B-8545-3D7DBF435259},1176.389836809761618
8285,8285,1,1,1,I-15 HOV NB,RAMP I-15 HOV NB,1990,9,1,RANCHO PENASQUITOS,CARROLL CANYON,{CD77A0A9-A080-407C-9986-501657BE2ECF},549.902622282397033
8286,8286,0,0,0, ,GILMAN,1990,3,1,CAMTO VIVA,VILLA LA JOLLA,{88F70919-F99E-49BD-9496-BD8461E1BD8C},1925.114139061933429
8287,8287,0,0,0, ,BALBOA,1990,3,1,RAMP I-15 SB,TIERRASANTA,{CC82360B-68C4-40BD-9225-90DACC5BE43F},500.483845107499235
8288,8288,0,0,0, ,SORRENTO VALLEY,1990,3,1,COASTER STATION,ROSELLE,{7BE7ED27-B702-45DB-89E4-FE2494D950D4},290.600775325406858
8289,8289,0,0,0, ,47TH,1990,3,1,HARTLEY,CASTANA,{01E4C253-0C8F-401C-95AF-6C5863B1CA1B},1256.613833516591740
8290,8290,0,0,0, ,EL CAMINO REAL,1990,3,1,TAMARACK,KELLY,{729928FB-6E5D-43B8-9B0E-BDBE8FC30E2F},945.671674895946808
8291,8291,0,0,0, ,EL CAMINO REAL,1990,3,1,KELLY,LISA,{74A77ED0-5D27-4F44-BC8E-76D159B7E67E},2134.924528197062955
8292,8292,0,0,0, ,COUNTRY CLUB,1990,5,1,CITRACADO,PROGRESS,{C9CE2BE4-56CB-4DDA-AB8C-C1BE5E9A36D6},2206.315876665110409
8293,8293,0,0,0, ,AUTO PARK,1990,4,1,CITRACADO,ENTERPRISE,{57A3BCF5-98D3-4398-9AED-9CC9C03CA5EF},1077.947449536970453
8294,8294,0,0,0, ,UNIVERSITY,1990,4,1,ILLINOIS,31ST,{4583E0DD-AC3E-442C-ADD0-1BDCD543C27D},161.000006079673767
8295,8295,0,0,0, ,UNIVERSITY,1990,4,1,31ST,IOWA,{4BDB0295-447B-43FB-8538-BAA583C133BA},222.002750203936415
8296,8296,0,0,0, ,VALLEY,1990,3,1,ARBOLES,CITRACADO,{57907FDF-D448-4037-A96A-E7DA0F05A608},445.195248378271515
8297,8297,0,0,0, ,VALLEY,1990,3,1,CITRACADO,THE VIEWS MHP,{30925734-4CD4-4FD0-8D33-1D8FA34E7A36},388.471121323310285
8298,8298,0,0,0, ,CITRUS,1990,5,1,WASHINGTON,UNKNOWN,{3DB55A01-C2CA-48A7-B67A-8BC0272C777F},361.470772107270363
8299,8299,0,0,0, ,CITRUS,1990,5,1,UNKNOWN,WANEK,{AA027936-2667-4F7D-AEC1-504BBCC86D9C},668.303052492059692
8300,8300,0,0,0, ,CITRUS,1990,5,1,UNKNOWN,WASHINGTON,{C657D5CB-8408-4AC6-970F-6EF167EAE3F2},679.042325611171236
8301,8301,0,0,0, ,EL NORTE,1990,4,1,UNKNOWN,VALLEY,{907715D1-2AD1-4568-90AF-AC72DCDB1C92},1212.164554080184644
8302,8302,0,0,0, ,EL NORTE,1990,4,1,JUSTIN,UNKNOWN,{73041A29-6027-4A40-BC4E-B2A62402CB2D},1318.866424137046124
8303,8303,0,0,0, ,09TH,1990,3,1,REDWOOD,QUINCE,{7AD9FC1D-B06B-48D0-B747-CDD1CC97CBEE},477.670330122380449
8304,8304,0,0,0, ,09TH,1990,3,1,SPRUCE,REDWOOD,{AB631457-440C-409C-9BBA-681DE39F8B59},479.400729501088279
8305,8305,0,0,0, ,09TH,1990,3,1,UNKNOWN,PINECREST,{7A6BD9F0-4DA4-45E6-8E7B-0CC796A50FB2},426.090374660518137
8306,8306,0,0,0, ,09TH,1990,3,1,PINECREST,TULIP,{1AC9FABB-38D7-4C02-96D7-8504D1AF6525},1158.023782344767596
8307,8307,0,0,0, ,09TH,1990,3,1,LA TERRAZA,UNKNOWN,{9297F654-25A8-4490-8040-38F405D58055},240.970434079835229
8308,8308,0,0,0, ,09TH,1990,3,1,TULIP,SPRUCE,{641215EB-0494-43A3-9B36-2D2DD23BD8E5},478.535040314071750
8309,8309,0,0,0, ,NORDAHL,1990,3,1,RAMP SR-78 WB,RAMP SR-78 EB,{C5BDA8A0-552E-47C9-8163-CE0A494B9640},396.496454840821571
8310,8310,0,0,0, ,NORDAHL,1990,3,1,MONTIEL,RAMP SR-78 WB,{B85B95C7-BC3A-4E2C-897B-1EAF7EEB0510},391.601352904437533
8311,8311,0,0,0, ,AUTO PARK,1993,3,1,DON LEE,COUNTRY CLUB,{1C61418C-95C6-4070-9298-7EE451AF0F0B},325.783459046184817
8312,8312,0,0,0, ,AUTO PARK,1993,3,1,COUNTRY CLUB,VINEYARD,{2E1B3818-FD4C-42B7-B5C9-D4D7DE303047},596.166740175106725
8313,8313,0,0,0, ,AUTO PARK,1990,3,1,VINEYARD,AERO,{4BDD6206-FA7C-4150-AD9C-1FA59B16AF47},598.572025622607043
8314,8314,0,0,0, ,AUTO PARK,1990,3,1,AERO,VINEYARD,{4B0E8D9B-22DC-4CCA-AF70-900B7EDA037F},995.737046952729884
8315,8315,0,0,0, ,CITRUS,1990,5,1,UNKNOWN,MISSION,{B8C7D583-426C-47EF-8A8C-4C70A03E6FA5},267.016405251703418
8316,8316,0,0,0, ,EL NORTE,1990,5,1,UNKNOWN,STEWART,{047A2C4E-E3ED-4F4D-AE52-29A356A6743E},304.070823233312922
8317,8317,0,0,0, ,EL NORTE,1990,5,1,EL NORTE,EL NORTE,{DD4C1D3D-4210-4EC2-941B-6BD24EE401B4},328.708248203192966
8318,8318,0,0,0, ,WASHINGTON,1990,4,1,CITRUS,UNKNOWN,{3A1DA3E6-1CAE-47D9-B51F-20A95BF677B2},1000.900283192938332
8319,8319,0,0,0, ,WASHINGTON,1990,4,1,UNKNOWN,EL NORTE,{AB80043C-D952-4922-B0D5-9D35A1D365A4},862.405584097540554
8320,8320,0,0,0, ,EL NORTE,1990,4,1,EL NORTE,JUSTIN,{9F1027E9-5FE5-4294-BEE3-1BAF538022FF},773.148183473303789
8321,8321,0,0,0, ,EL NORTE,1990,3,1,LA HONDA,LINCOLN,{7C56EE3B-1310-41C4-8D9C-7C631B4A32E3},484.065052143078560
8322,8322,0,0,0, ,EL NORTE,1990,5,1,LINCOLN,UNKNOWN,{5B91CFBD-5754-4938-AE81-BA52650C32B5},525.633799499790030
8323,8323,0,0,0, ,EL NORTE,1990,4,1,UNKNOWN,UNKNOWN,{9389EFCA-65CB-43B5-BDD5-BA19486F90A2},75.476613040081588
